,Unnamed: 0,ItinID,MktID,MktCoupons,Year,Quarter,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCountry,OriginStateFips,OriginState,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCountry,DestStateFips,DestState,DestStateName,DestWac,AirportGroup,WacGroup,TkCarrierChange,TkCarrierGroup,OpCarrierChange,OpCarrierGroup,RPCarrier,TkCarrier,OpCarrier,BulkFare,Passengers,MktFare,MktDistance,MktDistanceGroup,MktMilesFlown,NonStopMiles,ItinGeoType,MktGeoType,Unnamed: 41
268,268,201513772813,20151377281301,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,4.0,145.5,1242.0,3,1242.0,1242.0,2,2,
269,269,201513772813,20151377281302,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,4.0,145.5,1242.0,3,1242.0,1242.0,2,2,
270,270,201513772814,20151377281401,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,4.0,146.5,1242.0,3,1242.0,1242.0,2,2,
271,271,201513772814,20151377281402,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,4.0,146.5,1242.0,3,1242.0,1242.0,2,2,
272,272,201513772815,20151377281501,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,147.0,1242.0,3,1242.0,1242.0,2,2,
273,273,201513772815,20151377281502,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,147.0,1242.0,3,1242.0,1242.0,2,2,
274,274,201513772816,20151377281601,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,148.5,1242.0,3,1242.0,1242.0,2,2,
275,275,201513772816,20151377281602,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,148.5,1242.0,3,1242.0,1242.0,2,2,
276,276,201513772817,20151377281701,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,8.0,149.0,1242.0,3,1242.0,1242.0,2,2,
277,277,201513772817,20151377281702,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,8.0,149.0,1242.0,3,1242.0,1242.0,2,2,
278,278,201513772818,20151377281801,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,149.5,1242.0,3,1242.0,1242.0,2,2,
279,279,201513772818,20151377281802,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,149.5,1242.0,3,1242.0,1242.0,2,2,
280,280,201513772819,20151377281901,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,150.0,1242.0,3,1242.0,1242.0,2,2,
281,281,201513772819,20151377281902,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,150.0,1242.0,3,1242.0,1242.0,2,2,
282,282,201513772820,20151377282001,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,152.0,1242.0,3,1242.0,1242.0,2,2,
283,283,201513772820,20151377282002,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,152.0,1242.0,3,1242.0,1242.0,2,2,
284,284,201513772821,20151377282101,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,155.0,1242.0,3,1242.0,1242.0,2,2,
285,285,201513772821,20151377282102,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,155.0,1242.0,3,1242.0,1242.0,2,2,
286,286,201513772822,20151377282201,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,4.0,155.5,1242.0,3,1242.0,1242.0,2,2,
287,287,201513772822,20151377282202,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,4.0,155.5,1242.0,3,1242.0,1242.0,2,2,
288,288,201513772823,20151377282301,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,156.5,1242.0,3,1242.0,1242.0,2,2,
289,289,201513772823,20151377282302,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,156.5,1242.0,3,1242.0,1242.0,2,2,
290,290,201513772824,20151377282401,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,3.0,157.5,1242.0,3,1242.0,1242.0,2,2,
291,291,201513772824,20151377282402,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,3.0,157.5,1242.0,3,1242.0,1242.0,2,2,
292,292,201513772825,20151377282501,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,158.5,1242.0,3,1242.0,1242.0,2,2,
293,293,201513772825,20151377282502,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,158.5,1242.0,3,1242.0,1242.0,2,2,
294,294,201513772826,20151377282601,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,3.0,160.0,1242.0,3,1242.0,1242.0,2,2,
295,295,201513772826,20151377282602,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,3.0,160.0,1242.0,3,1242.0,1242.0,2,2,
296,296,201513772827,20151377282701,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,161.0,1242.0,3,1242.0,1242.0,2,2,
297,297,201513772827,20151377282702,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,161.0,1242.0,3,1242.0,1242.0,2,2,
298,298,201513772828,20151377282801,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,161.5,1242.0,3,1242.0,1242.0,2,2,
299,299,201513772828,20151377282802,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,161.5,1242.0,3,1242.0,1242.0,2,2,
300,300,201513772829,20151377282901,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,5.0,162.0,1242.0,3,1242.0,1242.0,2,2,
301,301,201513772829,20151377282902,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,5.0,162.0,1242.0,3,1242.0,1242.0,2,2,
302,302,201513772830,20151377283001,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,163.0,1242.0,3,1242.0,1242.0,2,2,
303,303,201513772830,20151377283002,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,163.0,1242.0,3,1242.0,1242.0,2,2,
304,304,201513772831,20151377283101,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,164.0,1242.0,3,1242.0,1242.0,2,2,
305,305,201513772831,20151377283102,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,164.0,1242.0,3,1242.0,1242.0,2,2,
306,306,201513772832,20151377283201,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,5.0,166.5,1242.0,3,1242.0,1242.0,2,2,
307,307,201513772832,20151377283202,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,5.0,166.5,1242.0,3,1242.0,1242.0,2,2,
308,308,201513772833,20151377283301,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,167.0,1242.0,3,1242.0,1242.0,2,2,
309,309,201513772833,20151377283302,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,167.0,1242.0,3,1242.0,1242.0,2,2,
310,310,201513772834,20151377283401,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,168.0,1242.0,3,1242.0,1242.0,2,2,
311,311,201513772834,20151377283402,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,168.0,1242.0,3,1242.0,1242.0,2,2,
312,312,201513772835,20151377283501,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,170.0,1242.0,3,1242.0,1242.0,2,2,
313,313,201513772835,20151377283502,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,170.0,1242.0,3,1242.0,1242.0,2,2,
314,314,201513772836,20151377283601,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,170.5,1242.0,3,1242.0,1242.0,2,2,
315,315,201513772836,20151377283602,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,170.5,1242.0,3,1242.0,1242.0,2,2,
316,316,201513772837,20151377283701,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,172.0,1242.0,3,1242.0,1242.0,2,2,
317,317,201513772837,20151377283702,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,172.0,1242.0,3,1242.0,1242.0,2,2,
318,318,201513772838,20151377283801,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,174.0,1242.0,3,1242.0,1242.0,2,2,
319,319,201513772838,20151377283802,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,174.0,1242.0,3,1242.0,1242.0,2,2,
320,320,201513772839,20151377283901,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,174.5,1242.0,3,1242.0,1242.0,2,2,
321,321,201513772839,20151377283902,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,174.5,1242.0,3,1242.0,1242.0,2,2,
322,322,201513772840,20151377284001,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,175.0,1242.0,3,1242.0,1242.0,2,2,
323,323,201513772840,20151377284002,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,175.0,1242.0,3,1242.0,1242.0,2,2,
324,324,201513772841,20151377284101,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,175.5,1242.0,3,1242.0,1242.0,2,2,
325,325,201513772841,20151377284102,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,175.5,1242.0,3,1242.0,1242.0,2,2,
326,326,201513772842,20151377284201,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,3.0,176.0,1242.0,3,1242.0,1242.0,2,2,
327,327,201513772842,20151377284202,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,3.0,176.0,1242.0,3,1242.0,1242.0,2,2,
328,328,201513772843,20151377284301,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,4.0,176.5,1242.0,3,1242.0,1242.0,2,2,
329,329,201513772843,20151377284302,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,4.0,176.5,1242.0,3,1242.0,1242.0,2,2,
330,330,201513772844,20151377284401,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,178.0,1242.0,3,1242.0,1242.0,2,2,
331,331,201513772844,20151377284402,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,178.0,1242.0,3,1242.0,1242.0,2,2,
332,332,201513772845,20151377284501,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,3.0,180.0,1242.0,3,1242.0,1242.0,2,2,
333,333,201513772845,20151377284502,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,3.0,180.0,1242.0,3,1242.0,1242.0,2,2,
334,334,201513772846,20151377284601,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,182.0,1242.0,3,1242.0,1242.0,2,2,
335,335,201513772846,20151377284602,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,182.0,1242.0,3,1242.0,1242.0,2,2,
336,336,201513772847,20151377284701,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,5.0,182.5,1242.0,3,1242.0,1242.0,2,2,
337,337,201513772847,20151377284702,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,5.0,182.5,1242.0,3,1242.0,1242.0,2,2,
338,338,201513772848,20151377284801,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,184.0,1242.0,3,1242.0,1242.0,2,2,
339,339,201513772848,20151377284802,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,184.0,1242.0,3,1242.0,1242.0,2,2,
340,340,201513772849,20151377284901,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,186.0,1242.0,3,1242.0,1242.0,2,2,
341,341,201513772849,20151377284902,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,186.0,1242.0,3,1242.0,1242.0,2,2,
342,342,201513772850,20151377285001,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,187.5,1242.0,3,1242.0,1242.0,2,2,
343,343,201513772850,20151377285002,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,187.5,1242.0,3,1242.0,1242.0,2,2,
344,344,201513772851,20151377285101,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,4.0,189.5,1242.0,3,1242.0,1242.0,2,2,
345,345,201513772851,20151377285102,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,4.0,189.5,1242.0,3,1242.0,1242.0,2,2,
346,346,201513772852,20151377285201,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,3.0,192.5,1242.0,3,1242.0,1242.0,2,2,
347,347,201513772852,20151377285202,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,3.0,192.5,1242.0,3,1242.0,1242.0,2,2,
348,348,201513772853,20151377285301,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,193.5,1242.0,3,1242.0,1242.0,2,2,
349,349,201513772853,20151377285302,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,193.5,1242.0,3,1242.0,1242.0,2,2,
350,350,201513772854,20151377285401,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,197.0,1242.0,3,1242.0,1242.0,2,2,
351,351,201513772854,20151377285402,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,197.0,1242.0,3,1242.0,1242.0,2,2,
352,352,201513772855,20151377285501,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,4.0,200.0,1242.0,3,1242.0,1242.0,2,2,
353,353,201513772855,20151377285502,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,4.0,200.0,1242.0,3,1242.0,1242.0,2,2,
354,354,201513772856,20151377285601,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,204.0,1242.0,3,1242.0,1242.0,2,2,
355,355,201513772856,20151377285602,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,204.0,1242.0,3,1242.0,1242.0,2,2,
356,356,201513772857,20151377285701,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,3.0,205.5,1242.0,3,1242.0,1242.0,2,2,
357,357,201513772857,20151377285702,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,3.0,205.5,1242.0,3,1242.0,1242.0,2,2,
358,358,201513772858,20151377285801,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,206.5,1242.0,3,1242.0,1242.0,2,2,
359,359,201513772858,20151377285802,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,206.5,1242.0,3,1242.0,1242.0,2,2,
360,360,201513772859,20151377285901,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,208.0,1242.0,3,1242.0,1242.0,2,2,
361,361,201513772859,20151377285902,1,2015,1,10423,1042302,30423,AUS,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,AUS:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,208.0,1242.0,3,1242.0,1242.0,2,2,
362,362,201513772860,20151377286001,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10423,1042302,30423,AUS,US,48,TX,Texas,74,LAX:AUS,91:74,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,209.0,1242.0,3,1242.0,1242.0,2,2,
