account_id,type,operation,amount,balance,k_symbol,bank,account,year,month,day,dayofweek
1871,2,5,19360,55536,7,13,7665,1993,6,22,1
1761,1,2,7500,17854,7,13,7665,1993,6,22,1
848,2,5,12320,24358,7,13,7665,1993,6,22,1
2363,2,5,53100,50089,7,13,7665,1993,6,22,1
3945,1,2,46920,87649,7,13,7665,1993,6,22,1
1368,2,5,500,27248,7,13,7665,1993,6,22,1
3343,1,2,700,700,7,13,7665,1993,6,22,1
2855,1,2,500,23788,7,13,7665,1993,6,22,1
1428,2,5,3900,25273,7,13,7665,1993,6,22,1
733,2,5,19700,31436,7,13,7665,1993,6,22,1
3785,2,5,3600,40383,7,13,7665,1993,6,22,1
4134,1,2,41351,73647,7,13,7665,1993,6,22,1
1646,2,5,1920,12489,7,13,7665,1993,6,22,1
822,1,2,38608,113178,7,13,7665,1993,6,22,1
822,2,5,52400,60778,7,13,7665,1993,6,22,1
626,2,5,23200,47227,7,13,7665,1993,6,22,1
4259,2,5,40000,59994,7,13,7665,1993,6,22,1
264,2,5,4600,25517,7,13,7665,1993,6,22,1
2305,2,5,9600,34908,7,13,7665,1993,6,22,1
1593,2,5,25400,50906,7,13,7665,1993,6,22,1
153,2,5,3350,26813,7,13,7665,1993,6,23,2
1455,1,2,600,23914,7,13,7665,1993,6,23,2
883,2,5,20100,46028,7,13,7665,1993,6,23,2
2108,1,2,39063,93020,7,13,7665,1993,6,23,2
3816,2,5,25500,48502,7,13,7665,1993,6,23,2
3830,2,5,10500,31880,7,13,7665,1993,6,23,2
1266,2,5,18900,46193,7,13,7665,1993,6,23,2
4374,2,5,17000,38241,7,13,7665,1993,6,23,2
4063,0,5,2161,57438,7,13,7665,1993,6,23,2
959,2,5,10700,38831,7,13,7665,1993,6,23,2
844,1,2,900,900,7,13,7665,1993,6,23,2
3518,2,5,800,27190,7,13,7665,1993,6,23,2
3908,1,2,6800,20800,7,13,7665,1993,6,23,2
536,2,5,19100,20331,7,13,7665,1993,6,23,2
681,2,5,11800,41459,7,13,7665,1993,6,23,2
3376,2,5,8600,16229,7,13,7665,1993,6,23,2
4023,1,2,1000,1000,7,13,7665,1993,6,23,2
1714,1,2,10105,33900,7,13,7665,1993,6,23,2
3712,2,5,14100,40441,7,13,7665,1993,6,23,2
4339,2,5,26800,55824,7,13,7665,1993,6,23,2
1636,1,2,3000,17800,7,13,7665,1993,6,23,2
4006,2,5,39500,63254,7,13,7665,1993,6,23,2
662,2,5,22600,50498,7,13,7665,1993,6,23,2
667,1,2,800,800,7,13,7665,1993,6,23,2
3099,2,5,7000,31629,7,13,7665,1993,6,23,2
3641,2,5,2520,38939,7,13,7665,1993,6,23,2
3641,2,5,24000,14939,7,13,7665,1993,6,23,2
3627,2,5,17120,36917,7,13,7665,1993,6,23,2
317,2,5,2600,25458,7,13,7665,1993,6,23,2
600,2,5,12100,65821,7,13,7665,1993,6,23,2
284,1,2,400,400,7,13,7665,1993,6,23,2
3122,2,5,16300,41339,7,13,7665,1993,6,24,3
4087,2,5,12500,40910,7,13,7665,1993,6,24,3
110,2,5,3400,29688,7,13,7665,1993,6,24,3
3590,2,5,26700,46054,7,13,7665,1993,6,24,3
2114,1,2,24933,42268,7,13,7665,1993,6,24,3
455,2,5,18600,41418,7,13,7665,1993,6,24,3
1750,1,2,300,300,7,13,7665,1993,6,24,3
2799,1,2,1000,1000,7,13,7665,1993,6,24,3
2072,1,2,23813,36567,7,13,7665,1993,6,24,3
2071,1,2,41643,71766,7,13,7665,1993,6,24,3
3902,2,5,4100,24471,7,13,7665,1993,6,24,3
1377,1,2,1000,1000,7,13,7665,1993,6,24,3
3518,2,5,12050,15140,7,13,7665,1993,6,24,3
1211,1,2,12300,12800,7,13,7665,1993,6,24,3
4179,2,5,8100,37296,7,13,7665,1993,6,24,3
4179,1,2,9110,45396,7,13,7665,1993,6,24,3
1699,2,5,3700,24111,7,13,7665,1993,6,24,3
2860,2,5,19500,49633,7,13,7665,1993,6,24,3
1002,2,5,28600,54837,7,13,7665,1993,6,24,3
1298,2,5,7500,32699,7,13,7665,1993,6,24,3
955,2,5,32600,60252,7,13,7665,1993,6,24,3
4029,2,5,40200,54713,7,13,7665,1993,6,24,3
1332,2,5,6600,32009,7,13,7665,1993,6,24,3
3605,2,5,2000,21762,7,13,7665,1993,6,24,3
3641,2,5,1600,13339,7,13,0,1993,6,24,3
2315,1,2,3600,16810,7,13,7665,1993,6,24,3
2133,2,5,29200,58632,7,13,7665,1993,6,25,4
4214,2,5,3000,42139,7,13,7665,1993,6,25,4
3597,2,5,1400,25465,7,13,7665,1993,6,25,4
886,2,5,600,27819,7,13,7665,1993,6,25,4
985,2,5,31600,56743,7,13,7665,1993,6,25,4
1103,2,5,2200,30548,7,13,7665,1993,6,25,4
2512,2,5,16900,44985,7,13,7665,1993,6,25,4
4153,2,5,47400,63224,7,13,7665,1993,6,25,4
4153,1,2,48269,110624,7,13,7665,1993,6,25,4
2799,1,2,23106,24106,7,13,7665,1993,6,25,4
4344,2,5,31900,54914,7,13,7665,1993,6,25,4
1664,2,5,21400,49196,7,13,7665,1993,6,25,4
3756,1,2,1000,1000,7,13,7665,1993,6,25,4
3897,1,2,600,27114,7,13,7665,1993,6,25,4
843,1,2,300,300,7,13,7665,1993,6,25,4
855,1,2,16454,76142,7,13,7665,1993,6,25,4
855,2,5,23500,52642,7,13,7665,1993,6,25,4
1927,2,5,25500,52992,7,13,7665,1993,6,25,4
1566,2,5,4400,27624,7,13,7665,1993,6,25,4
536,1,2,2300,22631,7,13,7665,1993,6,25,4
4398,1,2,49980,126386,7,13,7665,1993,6,25,4
4398,2,5,47600,78786,7,13,7665,1993,6,25,4
186,2,5,24200,51098,7,13,7665,1993,6,25,4
17,1,2,13500,14600,7,13,7665,1993,6,25,4
754,2,5,750,15160,7,13,7665,1993,6,25,4
3408,2,5,9500,35625,7,13,7665,1993,6,25,4
934,2,5,5000,34117,7,13,7665,1993,6,25,4
4040,2,5,8400,27672,7,13,7665,1993,6,25,4
4128,2,5,11500,37615,7,13,7665,1993,6,25,4
4134,2,5,41700,31947,7,13,7665,1993,6,25,4
4491,1,2,1300,27818,7,13,7665,1993,6,25,4
329,2,5,21440,18334,7,13,7665,1993,6,25,4
462,2,5,5100,35418,7,13,7665,1993,6,26,5
435,2,5,3000,39988,7,13,7665,1993,6,26,5
2541,2,5,10300,34010,7,13,7665,1993,6,26,5
472,2,5,7300,27785,7,13,7665,1993,6,26,5
2071,2,5,24600,47166,7,13,7665,1993,6,26,5
4054,2,5,13700,42014,7,13,7665,1993,6,26,5
2440,1,2,3400,25500,7,13,7665,1993,6,26,5
2566,1,2,200,200,7,13,7665,1993,6,26,5
3692,1,2,10900,11900,7,13,7665,1993,6,26,5
4249,1,2,700,700,7,13,7665,1993,6,26,5
1076,2,5,21800,42404,7,13,7665,1993,6,26,5
1927,2,5,16800,36192,7,13,7665,1993,6,26,5
4184,2,5,22400,45129,7,13,7665,1993,6,26,5
8,1,2,5600,21084,7,13,7665,1993,6,26,5
1,2,5,22400,45129,7,13,7665,1993,6,26,5
4339,2,5,24800,52623,7,13,7665,1993,6,26,5
4339,1,2,24753,80577,7,13,7665,1993,6,26,5
4339,1,2,48546,129123,7,13,7665,1993,6,26,5
4339,2,5,51700,77423,7,13,7665,1993,6,26,5
1641,2,5,4800,14350,7,13,7665,1993,6,26,5
4006,1,2,28215,91469,7,13,7665,1993,6,26,5
3099,1,2,15434,47063,7,13,7665,1993,6,26,5
4266,2,5,21100,43050,7,13,7665,1993,6,26,5
1684,2,5,3200,25499,7,13,7665,1993,6,26,5
4095,0,5,9272,46888,7,13,7665,1993,6,27,6
462,1,2,27061,62479,7,13,7665,1993,6,27,6
1742,2,5,10100,29608,7,13,7665,1993,6,27,6
3978,1,2,31385,64862,7,13,7665,1993,6,27,6
2792,1,2,22800,23900,7,13,7665,1993,6,27,6
485,1,2,30146,31246,7,13,7665,1993,6,27,6
3882,2,5,9100,28932,7,13,7665,1993,6,27,6
4063,1,2,35233,92671,7,13,7665,1993,6,27,6
4057,2,5,5100,33554,7,13,7665,1993,6,27,6
3584,1,2,300,300,7,13,7665,1993,6,27,6
3467,2,5,200,20924,7,13,7665,1993,6,27,6
2363,2,5,11000,39089,7,13,7665,1993,6,27,6
2370,2,5,7000,30294,7,13,7665,1993,6,27,6
2292,1,2,700,700,7,13,7665,1993,6,27,6
1836,1,2,1100,1100,7,13,7665,1993,6,27,6
669,2,5,1800,39949,7,13,7665,1993,6,27,6
4400,2,5,2500,30521,7,13,7665,1993,6,27,6
2203,2,5,14100,50989,7,13,7665,1993,6,27,6
4121,2,5,8900,36583,7,13,7665,1993,6,27,6
1714,2,5,6600,27300,7,13,0,1993,6,27,6
2394,2,5,9900,15469,7,13,7665,1993,6,27,6
4329,2,5,4700,27901,7,13,7665,1993,6,27,6
2761,2,5,21200,45914,7,13,7665,1993,6,27,6
1323,2,5,16100,44460,7,13,7665,1993,6,27,6
3311,2,5,5400,37278,7,13,7665,1993,6,27,6
3099,1,2,18335,65398,7,13,7665,1993,6,27,6
344,2,5,25800,53045,7,13,7665,1993,6,27,6
1688,2,5,2200,26428,7,13,7665,1993,6,27,6
4311,1,2,900,900,7,13,7665,1993,6,28,0
3812,2,5,31840,-2994,7,13,7665,1993,6,28,0
4449,1,2,43602,61725,7,13,7665,1993,6,28,0
455,2,5,4000,23018,7,13,7665,1993,6,28,0
455,2,5,14400,27018,7,13,7665,1993,6,28,0
4462,2,5,4800,29023,7,13,7665,1993,6,28,0
3726,2,5,22200,45709,7,13,7665,1993,6,28,0
4366,2,5,2400,3144,0,13,0,1993,6,28,0
2698,1,2,27344,69134,7,13,7665,1993,6,28,0
1933,1,2,12400,13100,7,13,7665,1993,6,28,0
3208,2,5,11100,60904,7,13,7665,1993,6,28,0
2629,1,2,49015,91652,7,13,7665,1993,6,28,0
3526,1,2,33084,59081,7,13,7665,1993,6,28,0
550,2,5,11650,15244,7,13,7665,1993,6,28,0
2136,2,5,24400,48350,7,13,7665,1993,6,28,0
3511,2,5,7300,29474,7,13,7665,1993,6,28,0
3507,2,5,15900,42704,7,13,7665,1993,6,28,0
4076,2,5,10500,-3724,7,13,7665,1993,6,28,0
2345,2,5,5000,29530,7,13,7665,1993,6,28,0
4033,2,5,7100,29879,7,13,7665,1993,6,28,0
4329,1,2,20650,48551,7,13,7665,1993,6,28,0
1973,2,5,1500,29234,7,13,7665,1993,6,28,0
4095,2,5,4600,42288,7,13,0,1993,6,29,1
3821,2,5,26700,54317,7,13,7665,1993,6,29,1
1959,2,5,6300,22204,7,13,7665,1993,6,29,1
4468,1,2,39098,81539,7,13,7665,1993,6,29,1
1755,2,5,11300,39104,7,13,7665,1993,6,29,1
860,1,2,800,800,7,13,7665,1993,6,29,1
3571,0,5,2044,82086,7,13,7665,1993,6,29,1
2628,2,5,4000,40335,7,13,0,1993,6,29,1
4049,2,5,6700,43325,7,13,0,1993,6,29,1
4047,2,5,7800,26496,7,13,0,1993,6,29,1
2943,1,2,1000,1000,7,13,7665,1993,6,29,1
225,2,5,13200,37865,7,13,7665,1993,6,29,1
2582,2,5,800,28969,7,13,7665,1993,6,29,1
2818,2,5,20000,44116,7,13,7665,1993,6,29,1
2459,2,5,24000,37618,7,13,7665,1993,6,29,1
2761,2,5,23700,22214,7,13,7665,1993,6,29,1
4006,0,5,20835,70634,7,13,7665,1993,6,29,1
603,1,2,400,400,7,13,7665,1993,6,29,1
972,1,3,16,4579,3,13,7665,1993,6,30,2
955,1,3,311,60564,3,13,7665,1993,6,30,2
973,1,3,206,44255,3,13,7665,1993,6,30,2
960,1,3,100,24675,3,13,7665,1993,6,30,2
959,1,3,194,39026,3,13,7665,1993,6,30,2
1000,1,3,29,13138,3,13,7665,1993,6,30,2
1006,1,3,139,35693,3,13,7665,1993,6,30,2
936,1,3,163,42468,3,13,7665,1993,6,30,2
992,1,3,135,26512,3,13,7665,1993,6,30,2
947,1,3,54,28064,3,13,7665,1993,6,30,2
934,1,3,88,34206,3,13,7665,1993,6,30,2
1023,1,3,328,90618,3,13,7665,1993,6,30,2
1002,1,3,198,55035,3,13,7665,1993,6,30,2
939,1,3,63,11384,3,13,7665,1993,6,30,2
2259,2,5,26700,54298,7,13,7665,1993,6,30,2
2260,2,5,14,32528,6,13,7665,1993,6,30,2
2259,2,5,14,80998,6,13,7665,1993,6,30,2
1742,1,3,119,29727,3,13,7665,1993,6,30,2
1728,1,3,128,38037,3,13,7665,1993,6,30,2
1735,1,3,25,11363,3,13,7665,1993,6,30,2
1794,1,3,89,27645,3,13,7665,1993,6,30,2
1805,1,3,108,41281,3,13,7665,1993,6,30,2
1761,1,3,22,17876,3,13,7665,1993,6,30,2
1743,1,3,149,37268,3,13,7665,1993,6,30,2
1755,1,3,201,39305,3,13,7665,1993,6,30,2
1756,1,3,58,14221,3,13,7665,1993,6,30,2
1798,1,3,90,24151,3,13,7665,1993,6,30,2
1816,1,3,39,13677,3,13,7665,1993,6,30,2
2563,1,3,249,64577,3,13,7665,1993,6,30,2
2523,1,3,214,62758,3,13,7665,1993,6,30,2
2519,1,3,164,28878,3,13,7665,1993,6,30,2
2538,1,3,14,12257,3,13,7665,1993,6,30,2
2514,1,3,178,54817,3,13,7665,1993,6,30,2
2579,1,3,48,26700,3,13,7665,1993,6,30,2
2512,1,3,122,45107,3,13,7665,1993,6,30,2
2517,1,3,30,21676,3,13,7665,1993,6,30,2
2547,1,3,189,42495,3,13,7665,1993,6,30,2
2541,1,3,259,34269,3,13,7665,1993,6,30,2
2505,1,3,176,44977,3,13,7665,1993,6,30,2
4170,1,3,109,25551,3,13,7665,1993,6,30,2
4144,1,3,205,21474,3,13,7665,1993,6,30,2
4134,1,3,213,32161,3,13,7665,1993,6,30,2
4087,1,3,234,41144,3,13,7665,1993,6,30,2
4096,1,3,129,41927,3,13,7665,1993,6,30,2
4121,1,3,117,36700,3,13,7665,1993,6,30,2
4214,2,5,14,42340,6,13,7665,1993,6,30,2
735,1,3,5,2905,3,13,7665,1993,6,30,2
525,1,3,37,16643,3,13,7665,1993,6,30,2
666,1,3,6,3306,3,13,7665,1993,6,30,2
536,1,3,115,22746,3,13,7665,1993,6,30,2
1401,1,3,15,16519,3,13,7665,1993,6,30,2
1405,1,3,27,12227,3,13,7665,1993,6,30,2
1456,1,3,94,26653,3,13,7665,1993,6,30,2
1455,1,3,26,23941,3,13,7665,1993,6,30,2
1416,1,3,76,15353,3,13,7665,1993,6,30,2
1457,1,3,137,20508,3,13,7665,1993,6,30,2
1466,1,3,192,35346,3,13,7665,1993,6,30,2
4095,2,5,30,42516,6,13,7665,1993,6,30,2
4087,2,5,14,41130,6,13,7665,1993,6,30,2
153,2,5,14,26915,6,13,7665,1993,6,30,2
119,2,5,950,22807,7,13,7665,1993,6,30,2
119,2,5,14,23757,6,13,7665,1993,6,30,2
1614,2,5,14,21988,6,13,7665,1993,6,30,2
1460,2,5,100,34682,6,13,7665,1993,6,30,2
1457,2,5,30,20478,6,13,7665,1993,6,30,2
3597,2,5,14,25572,6,13,7665,1993,6,30,2
3812,2,5,14,-2906,6,13,7665,1993,6,30,2
821,1,3,365,82223,3,13,7665,1993,6,30,2
845,1,3,21,9667,3,13,7665,1993,6,30,2
819,1,3,119,32282,3,13,7665,1993,6,30,2
848,1,3,138,24496,3,13,7665,1993,6,30,2
822,1,3,219,60998,3,13,7665,1993,6,30,2
855,1,3,262,52904,3,13,7665,1993,6,30,2
901,1,3,56,13871,3,13,7665,1993,6,30,2
886,1,3,83,27903,3,13,7665,1993,6,30,2
905,1,3,32,15383,3,13,7665,1993,6,30,2
902,1,3,237,60487,3,13,7665,1993,6,30,2
883,1,3,168,46196,3,13,7665,1993,6,30,2
825,1,3,158,27063,3,13,7665,1993,6,30,2
840,1,3,188,49406,3,13,7665,1993,6,30,2
973,2,5,14,44241,6,13,7665,1993,6,30,2
1091,2,5,14,10909,6,13,7665,1993,6,30,2
2114,2,5,6400,35942,7,13,7665,1993,6,30,2
774,2,5,14,20902,6,13,7665,1993,6,30,2
4153,1,3,343,63567,3,13,7665,1993,6,30,2
4084,1,3,167,29162,3,13,7665,1993,6,30,2
4076,2,5,2,6770,2,13,7665,1993,6,30,2
4076,1,3,182,6772,3,13,7665,1993,6,30,2
4095,1,3,257,42546,3,13,7665,1993,6,30,2
4054,1,3,139,42153,3,13,7665,1993,6,30,2
4179,1,3,36,37332,3,13,7665,1993,6,30,2
4188,1,3,314,59965,3,13,7665,1993,6,30,2
4128,1,3,227,37843,3,13,7665,1993,6,30,2
4112,1,3,51,17011,3,13,7665,1993,6,30,2
4057,1,3,18,33572,3,13,7665,1993,6,30,2
4180,1,3,150,16956,3,13,7665,1993,6,30,2
4329,1,3,145,48696,3,13,7665,1993,6,30,2
4250,1,3,143,43780,3,13,7665,1993,6,30,2
4400,1,3,137,30659,3,13,7665,1993,6,30,2
4420,1,3,146,25096,3,13,7665,1993,6,30,2
4398,1,3,272,79058,3,13,7665,1993,6,30,2
4412,1,3,50,30333,3,13,7665,1993,6,30,2
4362,1,3,235,93812,3,13,7665,1993,6,30,2
4374,1,3,126,38368,3,13,7665,1993,6,30,2
4366,1,3,38,3221,3,13,7665,1993,6,30,2
4344,1,3,361,55275,3,13,7665,1993,6,30,2
4339,1,3,105,52728,3,13,7665,1993,6,30,2
4367,1,3,244,64494,3,13,7665,1993,6,30,2
4338,1,3,153,42941,3,13,7665,1993,6,30,2
4381,1,3,62,37434,3,13,7665,1993,6,30,2
1328,1,3,154,44368,3,13,7665,1993,6,30,2
1323,1,3,117,44578,3,13,7665,1993,6,30,2
1266,1,3,147,46340,3,13,7665,1993,6,30,2
1341,1,3,42,21973,3,13,7665,1993,6,30,2
1298,1,3,123,32823,3,13,7665,1993,6,30,2
1332,1,3,111,32121,3,13,7665,1993,6,30,2
1310,1,3,301,79560,3,13,7665,1993,6,30,2
1272,1,3,123,26869,3,13,7665,1993,6,30,2
1368,1,3,34,27282,3,13,7665,1993,6,30,2
3816,2,5,14,48674,6,13,7665,1993,6,30,2
3821,2,5,14,54493,6,13,7665,1993,6,30,2
455,2,5,14,23188,6,13,7665,1993,6,30,2
462,2,5,100,62528,6,13,7665,1993,6,30,2
415,2,5,14,13456,6,13,7665,1993,6,30,2
423,2,5,14,15777,6,13,7665,1993,6,30,2
435,2,5,14,40184,6,13,7665,1993,6,30,2
443,2,5,14,34759,6,13,7665,1993,6,30,2
1959,2,5,14,22404,6,13,7665,1993,6,30,2
2519,2,5,14,28864,6,13,7665,1993,6,30,2
4144,0,5,17352,4122,7,13,7665,1993,6,30,2
4144,2,5,30,4092,6,13,7665,1993,6,30,2
1017,1,3,85,21962,3,13,7665,1993,6,30,2
1441,1,3,109,36758,3,13,7665,1993,6,30,2
1175,1,3,38,16844,3,13,7665,1993,6,30,2
1122,1,3,45,25054,3,13,7665,1993,6,30,2
1304,1,3,141,31596,3,13,7665,1993,6,30,2
985,1,3,313,57057,3,13,7665,1993,6,30,2
1103,1,3,106,30654,3,13,7665,1993,6,30,2
1268,1,3,37,14977,3,13,7665,1993,6,30,2
1566,1,3,133,27758,3,13,7665,1993,6,30,2
1094,1,3,163,44611,3,13,7665,1993,6,30,2
1628,1,3,91,24594,3,13,7665,1993,6,30,2
1029,1,3,224,46041,3,13,7665,1993,6,30,2
3526,1,3,67,59148,3,13,7665,1993,6,30,2
3518,1,3,98,15239,3,13,7665,1993,6,30,2
3590,1,3,161,46215,3,13,7665,1993,6,30,2
3605,1,3,21,21783,3,13,7665,1993,6,30,2
3596,1,3,174,47739,3,13,7665,1993,6,30,2
3571,1,3,313,82400,3,13,7665,1993,6,30,2
3594,1,3,168,48463,3,13,7665,1993,6,30,2
1272,2,5,14,26855,6,13,7665,1993,6,30,2
1121,2,5,14,21748,6,13,7665,1993,6,30,2
3863,2,5,14,53503,6,13,7665,1993,6,30,2
3140,2,5,600,28403,7,13,7665,1993,6,30,2
3726,1,3,149,45859,3,13,7665,1993,6,30,2
3677,1,3,62,20484,3,13,7665,1993,6,30,2
3718,1,3,283,71607,3,13,7665,1993,6,30,2
3641,1,3,143,13483,3,13,7665,1993,6,30,2
3627,1,3,186,37104,3,13,7665,1993,6,30,2
3737,1,3,188,47084,3,13,7665,1993,6,30,2
3642,1,3,138,37303,3,13,7665,1993,6,30,2
3712,1,3,199,40641,3,13,7665,1993,6,30,2
2541,2,5,14,34254,6,13,7665,1993,6,30,2
2547,2,5,14,42480,6,13,7665,1993,6,30,2
4468,2,5,30,81693,6,13,7665,1993,6,30,2
4479,1,2,37197,85584,7,13,7665,1993,6,30,2
4441,1,3,184,52311,3,13,7665,1993,6,30,2
8,1,3,86,21171,3,13,7665,1993,6,30,2
4489,1,3,179,26758,3,13,7665,1993,6,30,2
356,1,3,114,20503,3,13,7665,1993,6,30,2
4491,1,3,23,27860,3,13,7665,1993,6,30,2
4374,1,3,225,38593,3,13,7665,1993,6,30,2
283,1,3,143,29612,3,13,7665,1993,6,30,2
119,1,3,86,23772,3,13,7665,1993,6,30,2
1959,1,3,214,22418,3,13,7665,1993,6,30,2
4366,1,3,38,3183,3,13,7665,1993,6,30,2
4412,1,3,54,30388,3,13,7665,1993,6,30,2
623,1,3,192,46713,3,13,7665,1993,6,30,2
651,1,3,169,44477,3,13,7665,1993,6,30,2
626,1,3,160,47388,3,13,7665,1993,6,30,2
662,1,3,177,50676,3,13,7665,1993,6,30,2
681,1,3,115,41574,3,13,7665,1993,6,30,2
600,1,3,290,66111,3,13,7665,1993,6,30,2
612,1,3,15,5452,3,13,7665,1993,6,30,2
669,1,3,173,40122,3,13,7665,1993,6,30,2
3489,1,3,306,51574,3,13,7665,1993,6,30,2
3511,1,3,76,29551,3,13,7665,1993,6,30,2
3460,1,3,4,11378,3,13,7665,1993,6,30,2
3467,1,3,11,20935,3,13,7665,1993,6,30,2
3490,1,3,341,66244,3,13,7665,1993,6,30,2
3497,1,3,16,6429,3,13,7665,1993,6,30,2
3465,1,3,60,24352,3,13,7665,1993,6,30,2
3507,1,3,150,42854,3,13,7665,1993,6,30,2
3415,1,3,151,42346,3,13,7665,1993,6,30,2
3485,1,3,16,4858,3,13,7665,1993,6,30,2
3505,1,3,39,23499,3,13,7665,1993,6,30,2
4362,2,5,14,93798,6,13,7665,1993,6,30,2
381,2,5,14,36673,6,13,7665,1993,6,30,2
391,2,5,14,55100,6,13,7665,1993,6,30,2
1871,2,5,14,55780,6,13,7665,1993,6,30,2
1870,1,2,17272,41364,7,13,7665,1993,6,30,2
1870,2,5,100,41416,6,13,7665,1993,6,30,2
2073,2,5,14,23301,6,13,7665,1993,6,30,2
2402,2,5,14,63803,6,13,7665,1993,6,30,2
4374,2,5,14,38579,6,13,7665,1993,6,30,2
4366,2,5,14,3206,6,13,7665,1993,6,30,2
1664,2,5,14,49434,6,13,7665,1993,6,30,2
1756,2,5,14,14207,6,13,7665,1993,6,30,2
1755,2,5,14,39291,6,13,7665,1993,6,30,2
3882,2,5,14,29079,6,13,7665,1993,6,30,2
4063,2,5,14,92927,6,13,7665,1993,6,30,2
2915,1,3,22,17703,3,13,7665,1993,6,30,2
2919,1,3,167,46270,3,13,7665,1993,6,30,2
2902,1,3,235,73803,3,13,7665,1993,6,30,2
2879,1,3,174,46906,3,13,7665,1993,6,30,2
2860,1,3,266,49900,3,13,7665,1993,6,30,2
2845,1,3,40,28880,3,13,7665,1993,6,30,2
2922,1,3,119,34459,3,13,7665,1993,6,30,2
2839,1,3,20,14009,3,13,7665,1993,6,30,2
1162,2,5,14,29484,6,13,7665,1993,6,30,2
1401,2,5,14,16504,6,13,7665,1993,6,30,2
1405,2,5,14,12212,6,13,7665,1993,6,30,2
2417,2,5,14,30817,6,13,7665,1993,6,30,2
1029,2,5,14,46026,6,13,7665,1993,6,30,2
3051,1,3,60,29018,3,13,7665,1993,6,30,2
2448,2,5,14,54339,6,13,7665,1993,6,30,2
3801,1,3,108,36251,3,13,7665,1993,6,30,2
3885,1,3,221,53357,3,13,7665,1993,6,30,2
3844,1,3,165,36031,3,13,7665,1993,6,30,2
3782,1,3,139,36897,3,13,7665,1993,6,30,2
3687,2,5,14,18101,6,13,7665,1993,6,30,2
3902,2,5,14,24564,6,13,7665,1993,6,30,2
1556,1,3,96,21729,3,13,7665,1993,6,30,2
1547,1,3,75,14165,3,13,7665,1993,6,30,2
1587,1,3,31,14290,3,13,7665,1993,6,30,2
1593,1,3,184,51091,3,13,7665,1993,6,30,2
1591,1,3,25,22841,3,13,7665,1993,6,30,2
1536,1,3,24,6677,3,13,7665,1993,6,30,2
1561,1,3,77,24336,3,13,7665,1993,6,30,2
1522,1,3,89,28040,3,13,7665,1993,6,30,2
1529,1,3,58,28318,3,13,7665,1993,6,30,2
1076,2,5,14,42626,6,13,7665,1993,6,30,2
1080,2,5,30,53283,6,13,7665,1993,6,30,2
2212,2,5,14,12181,6,13,7665,1993,6,30,2
848,2,5,14,24481,6,13,7665,1993,6,30,2
3571,2,5,14,82385,6,13,7665,1993,6,30,2
1610,1,3,50,25321,3,13,7665,1993,6,30,2
1645,1,3,93,18429,3,13,7665,1993,6,30,2
1614,1,3,85,22003,3,13,7665,1993,6,30,2
1658,1,3,12,5072,3,13,7665,1993,6,30,2
1697,1,3,29,13818,3,13,7665,1993,6,30,2
1646,1,3,36,12525,3,13,7665,1993,6,30,2
1693,1,3,296,74684,3,13,7665,1993,6,30,2
1699,1,3,23,24134,3,13,7665,1993,6,30,2
1714,1,3,127,27427,3,13,7665,1993,6,30,2
1719,1,3,60,19753,3,13,7665,1993,6,30,2
1688,1,3,14,26442,3,13,7665,1993,6,30,2
1664,1,3,252,49449,3,13,7665,1993,6,30,2
1641,1,3,147,14497,3,13,7665,1993,6,30,2
1684,1,3,93,25592,3,13,7665,1993,6,30,2
2239,2,5,14,13652,6,13,7665,1993,6,30,2
2363,2,5,14,39356,6,13,7665,1993,6,30,2
2361,2,5,14,44041,6,13,7665,1993,6,30,2
2417,1,3,85,30832,3,13,7665,1993,6,30,2
2408,1,3,20,8092,3,13,7665,1993,6,30,2
2394,1,3,93,15563,3,13,7665,1993,6,30,2
2402,1,3,320,63818,3,13,7665,1993,6,30,2
2429,1,3,268,69184,3,13,7665,1993,6,30,2
2455,1,3,255,68786,3,13,7665,1993,6,30,2
2398,1,3,37,12960,3,13,7665,1993,6,30,2
2448,1,3,211,54354,3,13,7665,1993,6,30,2
3224,1,3,138,58541,3,13,7665,1993,6,30,2
3253,1,3,187,27786,3,13,7665,1993,6,30,2
3201,1,3,146,68792,3,13,7665,1993,6,30,2
4040,1,3,114,27787,3,13,7665,1993,6,30,2
4051,1,3,68,22944,3,13,7665,1993,6,30,2
3965,1,3,377,97672,3,13,7665,1993,6,30,2
4047,1,3,192,26688,3,13,7665,1993,6,30,2
3547,1,3,139,35855,3,13,7665,1993,6,30,2
3493,1,3,82,30715,3,13,7665,1993,6,30,2
4014,1,3,105,38147,3,13,7665,1993,6,30,2
4035,1,3,57,19737,3,13,7665,1993,6,30,2
3767,1,3,148,40940,3,13,7665,1993,6,30,2
3208,1,3,299,61203,3,13,7665,1993,6,30,2
3812,2,5,3,-2909,2,13,7665,1993,6,30,2
3812,1,3,102,-2892,3,13,7665,1993,6,30,2
3978,1,3,149,65012,3,13,7665,1993,6,30,2
1832,2,5,14,32609,6,13,7665,1993,6,30,2
1927,2,5,14,36418,6,13,7665,1993,6,30,2
4276,1,3,256,103188,3,13,7665,1993,6,30,2
4264,1,3,100,45377,3,13,7665,1993,6,30,2
4329,1,3,23,48719,3,13,7665,1993,6,30,2
4250,1,3,84,43637,3,13,7665,1993,6,30,2
4266,1,3,23,43217,3,13,7665,1993,6,30,2
4242,1,3,214,53495,3,13,7665,1993,6,30,2
