account_id,operation,amount,balance,k_symbol,bank,account,time_diff,type
3489,0,1797,66197,7,13,6418,248,1
1080,5,2327,46899,7,13,7665,306,2
4144,5,26530,41415,7,13,7665,456,1
4276,4,3207,36883,0,13,7665,439,2
4144,4,2353,27434,7,4,3537,402,1
2677,0,2448,62548,0,13,7665,279,2
706,4,4707,532,7,11,5087,376,2
3335,5,14,32365,6,11,792,413,2
4276,0,23744,45304,7,5,7665,284,1
723,5,6569,33404,7,13,7665,316,1
3863,5,3108,28672,7,13,7665,363,1
381,2,22514,22687,0,13,7665,458,2
2855,5,3312,36068,7,13,7665,459,1
825,4,294,61269,3,13,7665,278,2
3511,4,653,20787,3,12,1731,342,2
1610,5,1261,17269,7,13,7665,338,1
777,3,119,43404,3,13,7665,400,1
391,0,15870,45516,7,13,7665,430,1
2177,3,27,96904,3,4,6038,275,2
264,5,1022,22752,7,13,7665,385,1
1904,5,151,58864,5,3,5966,423,2
2114,4,793,16433,7,0,1670,426,2
2580,5,14,36467,6,3,5394,385,2
437,0,7078,21459,0,11,6282,388,1
1990,3,6,29792,3,13,7665,269,1
1138,4,4432,15233,0,13,7665,254,2
3991,5,10958,35483,7,13,7665,285,1
2177,0,3292,27313,7,13,7665,334,1
603,5,15226,75320,0,13,7665,409,2
2761,5,6625,34592,7,13,7665,451,2
3367,0,9519,27913,7,13,7665,423,1
1332,4,3051,27143,0,13,7665,201,1
596,4,4738,18493,1,11,3011,412,2
4033,4,15816,80510,7,13,7665,415,2
2902,3,5,34048,0,4,7423,459,1
3551,4,4155,103399,7,13,7665,300,2
959,5,8188,35724,0,13,7665,408,1
4468,4,809,22208,7,9,4804,211,2
3861,3,4866,18630,7,8,7418,169,1
1080,5,28334,63265,7,13,7665,456,2
4250,5,3601,17231,6,13,7665,458,2
2440,4,4434,15833,0,5,3596,313,2
4367,5,6972,34074,7,13,7665,330,2
376,2,11890,61509,7,13,7665,435,2
515,4,3540,18094,0,13,7665,375,2
3993,5,3498,35604,7,13,7665,293,1
4468,4,2660,59424,7,13,7665,245,2
2412,5,5986,27670,7,13,7665,309,1
2902,4,35,117249,0,13,7665,459,2
1495,0,8214,51652,5,5,3413,152,1
186,4,1390,407,7,13,7665,381,0
900,5,11262,16166,7,13,7665,278,2
1082,2,103,24007,7,8,3947,217,1
2450,5,9784,22846,0,13,7665,358,2
1903,0,24010,40900,7,13,7665,278,0
4214,0,3133,59911,5,12,2379,364,1
2828,0,8210,39925,7,13,7665,267,2
3806,4,4130,33018,5,1,5904,419,2
4468,2,7023,7379,7,8,6426,344,1
3551,5,98,77493,7,13,7665,460,2
2048,4,2801,23508,1,7,3947,430,2
3511,5,2641,25470,7,13,7665,406,2
1915,4,316,794,7,13,5087,356,2
3367,3,134,54975,5,10,2828,306,1
4272,0,4405,22312,0,13,0,251,2
2684,3,133,16902,3,6,7665,287,1
1646,0,120,7696,3,3,5636,278,1
4468,0,30319,58713,0,13,7665,163,1
1207,4,4020,15372,7,13,7665,263,1
596,4,16,26323,6,4,4575,431,2
4159,0,4249,58257,7,13,7665,328,2
1399,3,66,22088,3,13,3470,168,1
215,5,361,51227,7,13,7665,324,2
1076,0,5894,13612,7,13,7665,420,2
1942,4,3577,22213,0,13,7665,364,2
1076,4,544,27267,7,13,7665,80,1
4468,4,1131,759,0,9,5095,343,2
2065,0,84,26347,3,13,7665,423,1
31,5,14,21172,6,4,7665,176,1
4095,4,16577,43709,7,13,7665,436,1
1080,2,21588,58801,7,13,7665,416,1
31,2,29576,42384,7,9,1238,295,2
4220,5,116,43732,7,13,7665,341,2
3559,5,14,27804,7,4,4368,460,2
2177,4,202,38268,0,13,7665,453,2
1915,0,5339,22354,1,8,6642,344,1
4023,3,59,33628,3,3,1087,443,1
4144,5,14895,48194,0,13,7665,274,2
3253,0,3377,12790,1,10,4578,224,2
466,0,5599,17274,7,13,7665,191,1
825,2,4621,6707,5,1,4227,459,2
777,2,6913,319,7,11,2677,302,1
3806,3,34,26378,3,1,5904,295,1
1547,5,14,36013,3,1,6731,419,2
31,4,803,26678,7,8,2378,467,1
3806,2,301,27245,5,10,863,249,2
1832,4,7965,34443,7,13,7665,455,2
2761,4,184,22389,5,5,1115,474,2
4220,4,2994,23976,0,13,7665,445,2
3993,2,234,8056,3,2,1663,429,1
4159,2,730,23694,7,8,3054,340,2
3060,0,29531,16733,7,13,7665,453,1
900,3,8,30344,3,13,7665,459,1
4042,2,68,47866,3,1,7561,339,2
3511,4,178,19049,3,8,4615,374,2
1688,5,623,840,7,13,7665,461,2
1915,5,1694,36015,7,13,7665,341,1
99,5,13393,22463,7,13,7665,313,2
2580,4,557,27681,3,10,2980,251,2
1819,0,42078,78569,7,13,7665,273,1
2979,4,9268,45276,0,13,0,412,2
362,4,1916,27417,7,9,4575,220,2
4468,2,11755,15994,7,13,7665,356,1
2177,0,23201,26788,7,13,7665,164,1
2490,4,5576,22629,7,13,7665,445,2
4042,3,578,24860,3,1,5852,415,2
264,4,4525,9278,5,0,1953,406,2
2761,0,5293,28894,0,5,5087,407,2
4033,4,1033,16321,7,8,1283,241,2
345,4,969,34063,7,13,7665,347,2
4220,0,3726,30341,7,13,7665,380,2
669,0,5182,690,7,0,0,361,2
1236,2,17351,97121,7,13,7665,265,1
1904,5,6232,45811,5,3,6963,462,2
4047,4,5000,27102,7,4,5440,426,2
2356,2,18482,32948,7,13,7665,408,1
4367,1,29,31298,7,0,957,328,1
3140,4,1028,37346,6,13,7665,392,2
537,0,40225,28050,7,13,7665,340,1
4468,2,17078,28148,7,13,0,258,1
1076,4,938,35543,7,13,7665,330,2
4095,3,22,18856,3,10,768,343,1
2902,4,2561,34632,3,13,7665,410,2
706,4,1053,17125,7,13,7665,250,2
1688,5,135,36172,6,13,7665,426,2
2755,2,99,41228,7,13,7665,99,1
3140,4,1919,26426,1,2,5904,459,1
3571,0,3726,9743,7,0,6631,215,2
1724,3,135,28353,7,8,5405,247,2
1098,2,914,26197,7,13,7665,360,2
3140,5,196,33940,3,13,7665,409,2
2378,2,18834,77576,3,12,625,75,1
1272,5,1850,22107,0,13,7665,173,2
1959,4,3940,27898,0,2,14,471,2
1904,2,73,41616,6,6,5649,375,2
4220,5,2565,22631,7,1,6827,370,2
1819,2,7570,3699,7,13,6866,419,2
1436,0,30619,11811,1,11,1787,414,1
3062,3,10,43515,3,10,3342,337,1
4468,5,15727,57644,7,13,7665,159,1
3511,4,1339,35110,7,9,6466,412,2
2177,3,1138,32443,7,13,7665,73,1
3093,5,15535,40976,0,13,7665,442,2
3116,5,14527,37805,0,13,7665,421,1
3489,4,4812,58441,0,2,3622,461,2
3511,5,5336,58774,0,13,7665,410,1
3511,4,7318,26737,0,7,1787,386,2
2828,2,92,16582,7,13,7665,357,1
2761,0,12562,49936,7,13,0,188,1
3140,4,2146,25320,7,13,7665,459,2
1717,2,15268,34880,7,13,7665,167,1
4091,3,8,37737,3,12,5217,265,2
3054,4,6003,41915,1,1,5281,446,2
3140,5,2954,36412,7,13,7665,382,2
1870,0,4889,20141,7,13,7665,281,1
3062,4,506,44475,5,10,2773,246,1
2580,0,4295,37429,0,13,7665,405,1
2483,5,8921,31949,7,13,7665,246,2
3861,2,155,42668,3,0,5649,463,1
81,5,11531,15842,7,13,7665,417,2
1,2,3849,20314,5,0,433,220,2
1832,2,18982,19812,7,13,7665,82,1
3402,4,333,14575,0,13,768,457,2
3116,2,18322,81816,7,13,7665,409,1
1080,4,4387,24606,7,13,7665,446,2
391,2,56462,26604,7,13,7665,314,1
3511,2,15115,44425,5,12,6048,64,1
1094,4,14973,7588,6,12,862,251,2
2761,5,6127,28458,4,5,2734,400,0
4317,0,32937,16662,7,0,4615,67,1
3511,4,421,26589,7,13,7665,428,2
3397,0,3452,39999,0,0,79,125,1
3402,0,3427,38833,6,13,2683,342,1
3447,4,3275,26706,1,3,2980,250,2
2177,5,168,32393,6,13,7665,307,0
2761,3,116,21607,3,13,7665,152,1
1350,3,115,27656,3,4,4274,440,2
3140,3,36,17291,3,13,7665,300,2
2440,0,3244,22562,0,11,4274,445,2
3806,3,4,25082,5,1,4227,397,0
2490,2,138,43751,7,13,7665,417,1
3505,3,389,25375,1,1,970,347,1
3861,3,13,9810,3,4,3054,460,1
1924,3,237,42703,0,0,3804,462,2
3060,4,4499,14347,1,4,2094,449,1
1495,5,827,769,7,3,4558,332,1
4049,5,16138,42035,3,13,7665,231,1
515,2,15307,74291,7,12,957,306,2
900,2,32,17507,5,4,6191,319,2
4095,4,581,623,7,0,6016,449,2
58,3,105,14133,3,0,7549,464,1
99,5,19661,52715,7,13,7665,278,1
2356,0,20935,22370,7,13,7665,106,1
1870,4,14,36216,6,13,7665,404,2
3489,5,212,13715,3,12,2351,150,1
1141,0,7552,94018,7,13,7665,13,1
4220,5,1995,26363,7,13,7665,417,2
3644,4,562,34749,3,13,7665,253,2
2902,5,9027,35198,0,13,7665,392,2
1076,0,28,14571,0,2,481,460,1
4144,4,5442,27383,0,11,4804,384,2
473,4,9513,28663,1,9,4007,371,2
1857,0,22183,24268,7,2,7665,87,1
4159,0,23540,16491,7,13,7665,464,1
4367,3,1697,25403,7,12,5087,336,2
4468,5,860,28373,0,13,7665,357,2
1520,2,21406,46122,7,13,7665,339,1
1959,5,838,32744,6,13,7665,413,2
883,5,14,46629,6,13,7665,454,2
3730,0,6717,29475,7,7,5087,178,1
114,0,6833,27193,5,7,6581,310,1
2356,4,2533,16078,5,0,5904,470,2
1547,4,1005,16717,4,12,5852,385,2
3489,4,2731,34238,7,13,7665,244,2
1724,4,1671,16405,7,13,7665,408,1
959,2,5115,16770,0,11,2773,459,0
3511,5,14950,57862,7,13,7665,165,2
1162,2,38397,47047,5,9,6311,338,1
1076,4,4712,34448,1,0,792,429,2
1350,0,2979,81293,7,13,7665,279,1
2902,0,23937,16311,7,13,7665,88,1
4283,0,5882,22663,1,6,2047,458,1
4153,5,4151,26288,7,13,7665,339,2
362,5,1034,25154,7,13,0,265,1
2073,3,175,42693,0,13,7665,330,1
1341,2,20307,70891,7,9,2047,175,2
3060,4,2190,15306,7,13,7665,407,2
1646,2,6653,60508,7,10,6466,280,1
1162,5,14,35330,6,13,7665,308,2
34,3,90,4796,3,3,7665,174,2
514,4,5551,26440,0,13,7665,413,2
1350,0,5722,26766,7,2,2980,79,1
1068,3,18,16964,3,2,1731,186,2
1959,3,237,16551,0,2,6466,428,2
2450,4,25081,47918,7,13,7665,453,1
2628,4,2505,41513,0,13,7665,304,2
3993,4,337,44047,0,9,5725,308,2
1545,5,14,45785,7,13,7665,291,0
600,5,928,887,7,7,4368,370,2
4283,5,231,49174,7,13,7665,165,1
3099,3,84,40957,3,13,7665,439,2
4468,0,5739,12745,3,13,7665,255,1
1964,3,130,44903,5,4,6426,416,2
905,5,14,61101,2,13,7665,408,1
4042,4,7862,62911,7,13,7665,470,1
2761,5,14,35245,6,13,7665,289,2
1495,0,3581,15587,7,10,6827,407,1
209,4,357,23857,0,13,7665,359,2
1141,4,8362,58008,0,13,7665,372,2
1545,5,15,31542,7,13,7665,282,2
4313,4,1516,24385,0,13,7665,394,2
1147,0,26812,85147,3,13,7665,433,1
1819,5,2675,46630,0,13,7665,248,2
901,2,4995,23102,0,13,7665,341,2
3861,4,5046,34541,7,13,0,436,2
700,2,107,28358,3,5,6016,422,1
3633,5,10035,26914,6,13,7665,173,2
2629,4,5406,34409,1,11,3484,245,2
194,0,2390,17554,7,1,3994,194,2
3513,0,5226,30043,1,11,5087,448,1
3511,5,6719,22956,7,13,7665,369,1
330,5,896,36115,7,13,7665,366,2
2855,5,16,15760,7,13,5725,457,2
973,4,1208,14307,0,2,7665,354,2
1495,4,2845,12161,7,13,7665,279,2
209,5,6266,22290,7,13,7665,291,1
2337,5,1015,35553,7,13,7665,212,1
3465,4,270,26165,0,10,6108,431,2
209,5,1939,50422,7,13,7665,410,1
939,5,466,14583,7,13,7665,239,2
2440,0,3796,23749,7,6,79,246,1
2356,0,1245,20159,7,13,7665,276,1
825,4,14225,44429,5,0,3265,329,2
1990,5,6168,29549,7,13,7665,378,1
3060,0,4889,18051,0,13,7665,253,1
3571,0,5477,19484,7,10,1901,397,2
1646,3,50,35104,3,13,580,454,2
2490,4,5874,26188,0,4,14,415,2
4220,0,16563,35448,7,2,5611,444,1
2114,5,5342,33036,0,13,7665,460,1
1341,3,40,29220,3,5,4615,211,2
186,5,14,25685,7,13,7665,167,1
437,4,7917,6344,5,9,4919,372,2
3952,5,5451,35257,7,13,5312,200,1
603,4,4761,27876,1,3,5087,369,2
4250,5,1440,57560,7,13,7665,370,2
1990,2,18789,20486,5,1,7423,463,0
2679,4,2833,12850,7,4,6062,447,2
2761,5,24277,60341,7,13,7665,334,1
1547,2,7700,64913,3,12,4446,277,1
1236,5,14,28089,6,13,7665,412,2
2426,5,36,50396,3,13,7665,320,2
1782,3,119,53705,3,1,5852,396,1
3062,4,146,34713,0,13,7665,391,2
3447,0,3943,15645,7,0,1376,202,2
4272,5,14,32908,6,5,4802,417,2
37,4,4029,17764,0,13,7665,252,2
126,4,1260,38948,5,3,6393,439,2
2412,5,8130,36206,0,7,7665,241,2
1328,4,8480,16573,1,1,6466,277,2
58,5,14,39087,6,3,7202,171,1
2277,5,14,16443,7,13,7665,426,1
3923,4,1827,64229,7,13,7665,294,2
4250,5,3547,22102,7,13,7665,110,1
4384,4,78,45308,0,13,7665,413,2
158,0,3893,18074,7,13,7665,29,1
1907,5,1601,51775,7,13,7665,234,2
4076,4,86,23547,7,13,7665,345,2
243,4,83,41057,7,8,6631,429,2
825,2,20107,44394,7,13,7665,210,2
376,0,3394,11008,6,6,5294,468,2
1782,5,6960,59092,0,13,7665,420,2
1717,4,905,26597,7,13,7665,366,2
1864,2,6472,5106,5,0,4615,315,0
905,2,5245,22832,7,6,4946,278,2
1688,5,32498,27736,0,13,7665,459,2
4468,0,189,25627,0,13,7665,89,1
959,2,638,23137,7,8,989,266,2
1915,5,189,39305,6,12,3806,200,1
2628,4,15273,26220,7,2,7665,456,2
2761,5,1268,41565,7,13,7665,355,2
1272,5,14,55805,6,4,4252,388,2
2177,2,9763,57967,5,10,2651,288,1
426,5,32100,55593,7,6,6901,365,2
3511,5,7,590,7,13,3976,457,2
2761,3,6336,22070,7,0,7389,104,1
3140,2,1070,55726,7,13,7665,249,2
438,4,121,34345,6,13,7665,476,2
3009,5,1179,27383,7,13,7665,459,1
3097,5,4518,23643,0,13,7665,251,1
2925,5,14,27046,6,7,2950,347,1
706,4,3839,6842,0,7,4843,408,2
1076,3,5,36,3,13,7665,328,1
1334,4,2681,36342,1,8,6827,364,2
4023,2,1939,44202,7,13,7665,456,1
3335,4,18563,62069,7,13,7665,326,2
706,3,242,48028,3,13,7665,438,2
601,3,659,35848,7,13,7665,465,2
537,5,15657,140091,7,13,7665,306,1
426,5,14,27640,6,13,7665,425,2
3489,5,79,44175,3,13,7665,434,2
1990,5,16068,79043,7,13,7665,420,2
1141,5,22917,51264,7,13,7665,277,1
3054,4,279,835,7,13,7665,223,2
1959,5,139,37089,7,13,7665,391,2
4159,2,14316,36369,7,13,7665,276,1
515,0,35976,16766,7,13,7665,455,2
4076,0,6104,26717,7,3,7665,408,1
2136,0,1857,12134,7,13,7665,426,1
3993,5,3164,31653,0,13,7665,279,2
2428,4,2371,10741,7,13,7665,282,2
2356,2,15789,17437,7,13,7665,167,1
114,3,14,17257,0,13,7665,443,1
2458,4,2978,24395,7,13,0,212,2
158,5,14,14285,6,13,7665,331,2
2628,0,6204,42958,5,7,6457,165,1
1870,5,2323,26015,7,13,7665,243,2
3140,5,13,15213,3,11,4801,180,1
4042,0,2427,11798,7,13,7665,332,1
4144,5,1711,28138,7,13,7665,255,1
1819,5,19865,39789,7,13,7665,247,1
1904,4,2879,37552,4,0,5966,379,2
31,5,118,23699,3,4,7665,346,1
2677,2,4063,79636,7,13,7665,282,0
3511,3,647,24822,7,10,4615,456,2
3511,2,3,10975,7,4,6426,344,1
1904,2,5101,35848,5,1,6731,279,2
2828,4,3275,34247,5,13,7665,439,1
1009,5,16845,38091,7,13,6108,302,0
1080,5,24619,25084,7,13,7665,461,1
3051,3,180,27896,3,13,7665,211,1
3153,5,3370,42320,5,3,2623,189,2
2761,0,47141,96822,7,13,7665,462,1
4468,4,6776,42999,5,12,14,395,2
1697,5,15193,86589,7,13,7665,367,1
2761,4,1611,38652,7,13,7665,371,2
1428,5,5871,25005,5,2,5725,392,1
3895,5,14066,43969,7,13,7665,183,1
2902,3,13768,48414,0,13,7665,107,1
4468,4,1817,32249,0,13,7665,411,2
37,5,3348,36246,0,13,7665,460,0
1093,5,7114,27886,7,13,7665,191,1
900,2,7527,55980,0,12,7418,412,2
345,5,14,44462,6,13,7665,210,1
4023,2,23850,44000,7,8,1294,456,2
550,5,6044,35162,0,13,7665,338,1
3511,5,10559,63470,7,13,7665,382,2
3447,5,843,36050,6,4,6466,215,2
4415,5,14,19429,6,13,7665,448,2
3140,5,15,18624,7,4,4368,280,1
2628,4,58,21582,1,8,4919,193,2
2845,2,5816,43002,3,3,1145,166,1
4041,0,39609,16807,7,13,7665,201,1
1428,4,663,47112,7,13,7665,421,2
31,5,14,23173,6,13,7665,407,2
3140,4,3228,37434,0,13,3265,371,2
1341,5,7,32264,3,12,989,306,1
2785,4,1171,23661,0,13,7665,236,2
3505,4,23635,36782,7,0,4946,395,2
2105,3,121,22958,6,13,7665,463,1
1688,4,5762,22418,4,11,5394,422,2
4076,0,4687,49755,7,13,7665,454,2
37,4,4968,16366,0,13,7665,211,2
3253,2,777,651,7,13,7665,276,1
1141,5,633,633,7,13,7665,410,2
3806,0,5394,22004,5,1,6642,215,1
705,2,7846,38063,7,13,7665,265,1
3511,4,2666,32051,7,12,3537,418,2
1401,5,9353,43141,7,13,7665,318,1
3253,3,113,53526,3,4,1087,431,1
1394,4,584,37440,1,1,6616,454,2
3060,4,2480,26092,5,5,4227,343,1
1610,3,5,20235,3,13,7665,363,2
3721,5,4182,20386,5,0,1670,286,2
2490,0,12215,16319,7,2,6108,453,1
3511,4,189,15830,3,2,1988,430,2
1907,5,3072,50804,0,13,7665,252,2
2039,2,31146,57248,7,13,7665,426,1
3952,5,565,75790,7,13,7665,459,2
1409,0,16346,22601,7,13,7665,264,1
1549,0,3860,20494,0,13,7665,352,2
1,3,321,31563,3,5,5198,412,2
3511,5,14,24436,6,13,7665,309,2
2855,2,18781,33926,7,13,0,185,1
3511,5,28522,27129,7,13,7665,349,2
2845,3,104,25321,1,11,5087,415,2
3633,5,20,17425,3,13,7665,397,2
345,5,8289,43891,0,13,7665,259,1
600,4,15,22962,6,4,6191,258,2
4250,4,2809,987,7,13,7665,294,2
1094,3,194,47588,3,5,4653,467,2
4023,2,1192,626,7,13,7665,275,2
1904,4,362,1446,7,1,6827,367,2
1990,4,6413,16507,7,11,2431,403,2
3402,2,32913,38922,7,13,7665,449,1
3253,2,4816,7190,5,0,3537,419,2
345,2,36188,35546,7,6,5611,93,1
2855,2,13788,12366,7,13,7665,93,1
603,5,14,44270,6,13,7665,359,2
3099,2,24270,35506,7,8,1294,279,1
2761,3,43,23075,7,13,7665,460,1
514,4,677,32637,0,13,7665,400,2
403,5,19172,45160,7,13,7665,179,1
1697,0,6935,23164,7,9,636,85,1
1207,4,176,31377,0,13,7665,307,2
3099,5,154,28550,7,13,7665,432,1
3806,4,5164,22286,5,8,4946,214,2
514,2,867,827,7,13,7665,448,2
3785,5,1978,22521,3,13,5966,355,2
1,2,20080,41920,7,13,7665,427,0
3140,2,52997,41659,7,9,5553,235,1
1990,0,3419,19105,7,7,2904,241,1
1870,4,3025,35602,0,13,7665,439,2
3806,4,3278,18423,7,1,5636,253,2
2538,0,5558,22622,7,3,6282,419,1
4468,3,107,56822,3,13,7665,328,1
1094,4,16,53738,6,13,7665,432,2
706,4,7729,27237,0,13,5087,439,2
1688,2,25948,756,7,13,7665,275,1
600,5,14,36680,6,10,1731,470,2
1006,5,14,34526,6,12,2980,169,1
3812,2,8521,36176,7,13,7665,349,1
2855,5,360,61484,7,13,7665,311,2
305,0,6868,18039,7,13,7665,314,2
2925,5,3078,18539,7,13,7665,439,2
1066,4,1923,50829,3,13,7665,301,2
1014,2,3764,27109,7,13,7665,329,1
1147,5,159,37226,3,10,4274,178,1
1990,0,6777,17155,7,13,7665,220,1
4180,0,5656,28799,5,1,2776,430,2
4415,4,4770,22178,0,13,7665,461,2
4272,0,4734,19025,7,13,7665,110,1
3991,4,215,27653,7,13,7665,310,2
1094,0,3251,5308,7,10,79,433,2
4468,0,4249,36725,7,13,7665,409,1
1076,2,7041,34673,7,13,7665,339,1
3140,5,14,40029,6,13,7665,428,2
2450,5,14,25007,0,2,7665,412,2
2342,0,4726,8325,7,5,5312,137,1
1724,5,193,51177,3,13,7665,454,1
1688,0,8101,27063,7,13,7665,184,1
2114,5,22621,36878,7,13,7665,364,1
31,4,103,37359,1,2,1291,453,0
3511,5,13306,59473,7,13,7665,455,1
2073,0,3182,34184,7,12,3217,284,2
3511,3,140,17056,3,11,1731,427,2
3806,0,5522,15391,5,1,1294,411,2
2342,0,5429,31332,5,2,177,306,0
1,3,134,37427,5,6,6393,464,2
4153,4,1960,33840,7,1,1256,434,2
209,0,2743,42133,7,5,1844,91,1
1080,5,12445,33543,7,13,7665,416,1
3367,2,176,26679,5,6,5404,313,0
1916,2,99,34277,7,2,6901,302,1
263,4,3610,21637,1,7,2756,397,2
1870,5,70,41985,3,13,7665,400,0
3447,4,2839,9841,7,13,7665,286,2
2828,4,837,23660,7,13,7665,340,2
2677,4,3592,43434,7,9,6631,336,2
4076,4,5029,27176,7,2,1283,460,2
905,5,14,35313,7,13,0,276,2
4250,5,339,917,7,13,7665,278,2
1697,5,662,34223,7,13,7665,362,2
2855,0,2418,24204,7,12,5087,264,1
1603,4,281,16758,2,12,989,375,2
1066,2,159,14613,0,13,7665,275,2
1466,5,3325,26703,0,13,7665,345,2
362,3,239,255,3,13,7665,403,1
3447,5,22643,31797,7,4,7665,423,2
4415,2,100,24054,7,8,2094,405,1
4408,3,14,35095,6,10,4369,396,2
600,4,11404,29607,1,4,1988,403,2
1536,5,15,45861,6,13,7665,465,1
4047,3,62,32801,3,13,7665,337,1
4415,2,17821,27471,7,12,2613,455,2
2860,0,4972,21607,0,10,6393,389,2
1178,5,5842,33238,1,7,4368,371,2
900,4,2980,22919,0,13,7665,439,2
473,0,50178,63050,0,13,7665,272,0
905,2,848,7651,7,8,4368,327,2
1080,5,40389,60596,7,13,7665,369,1
2563,3,211,54454,3,13,7665,385,2
2563,5,7504,628,7,13,7665,311,1
2761,5,2295,22368,7,5,846,458,2
1870,0,10428,49647,7,13,7665,273,1
1697,2,4923,29045,5,7,6038,246,1
4214,4,15779,58676,7,8,7418,294,2
843,2,9887,45613,7,13,7665,309,1
1,3,195,26848,7,3,1145,310,2
58,0,4820,16453,7,12,5784,458,1
1495,0,28275,45476,7,13,7665,404,1
4153,3,480,36065,0,2,7665,213,2
3430,3,124,32045,3,3,1953,387,2
3140,2,37453,37139,7,13,7665,279,2
1688,3,10,386,3,6,1087,274,1
2073,0,3031,28616,7,13,7665,40,1
2761,2,1763,59398,7,2,7665,39,1
1377,4,5715,16607,1,5,2047,489,2
1,3,178,22566,0,12,989,306,2
2902,3,37,29282,3,13,7665,211,1
4272,4,4432,25088,0,2,6661,374,2
2855,4,10265,29268,0,6,863,376,2
1697,4,1808,38529,7,13,7665,387,2
3335,0,4161,22805,3,1,6665,285,1
2864,5,13076,35989,7,13,7665,337,1
2828,4,2250,14943,0,13,7665,271,2
2412,5,8621,74822,7,13,7665,371,1
3367,5,11643,33379,7,13,7665,153,2
3060,0,7788,19325,7,8,3947,470,0
4283,4,4816,36721,0,4,344,471,2
3721,0,193,49996,5,8,6827,293,1
2450,5,1603,34511,7,13,7665,425,2
4325,3,87,13657,3,1,6108,455,2
2902,2,16972,56552,7,13,7665,370,1
1465,5,12483,29396,7,10,1628,332,2
2105,4,1235,11981,0,13,7665,401,2
1076,5,6447,27799,7,13,7665,119,2
821,5,854,24603,7,13,7665,446,2
2902,2,38,235,7,10,2351,210,1
1724,3,10,15786,3,13,7665,77,1
669,2,12462,78546,7,10,4575,209,1
1688,2,5437,27695,7,13,7665,425,2
3140,4,1279,31401,7,13,7665,391,1
3402,4,3228,25787,0,1,5340,240,2
700,4,1577,15601,0,10,6827,367,2
375,5,14,25203,6,13,7665,408,2
2563,1,1503,34273,7,4,4428,343,1
3806,0,4695,36303,5,8,2351,213,1
4076,4,6951,36805,1,3,6108,445,2
1313,3,85,37981,3,9,6731,429,1
3489,4,5301,34145,0,13,7665,384,2
2428,5,6491,55681,7,13,7665,268,1
4144,2,16636,61800,7,13,7665,281,2
2450,4,3298,44641,0,13,7665,166,2
2761,5,5660,21394,7,13,7665,363,0
1350,0,3347,26002,1,7,126,170,1
4283,5,2706,341,7,13,7665,424,1
2356,4,427,41775,7,13,7665,304,2
2785,5,6662,37450,4,4,4368,464,1
4415,4,1113,27317,7,13,7665,409,2
3357,2,5855,53792,7,9,1319,356,1
1080,0,6920,11981,5,3,79,395,2
4313,4,10,46468,3,13,7665,429,2
1915,5,14,34881,6,12,0,280,2
3357,0,182,24656,7,12,229,96,1
1350,4,6714,23615,7,13,7665,238,1
2580,5,2472,23611,7,13,7665,422,2
1350,0,6044,22788,0,7,5611,369,1
1023,5,16967,118463,7,13,7665,464,2
2563,5,512,14392,0,13,7665,418,2
1870,5,14,22476,6,13,7665,429,1
4334,4,3599,19405,0,13,7665,446,2
1,2,21951,56442,7,13,7665,408,1
81,3,5,21711,3,1,1087,454,1
3060,2,2887,28346,7,13,7665,407,1
31,5,4575,27331,0,13,7665,446,2
3140,5,2811,36542,7,13,7665,197,1
3097,4,2814,82064,0,13,7665,413,2
3806,4,3422,25099,5,1,863,218,2
2785,2,24709,47127,7,13,7665,422,1
3060,5,120,33030,3,13,7665,455,2
959,5,15,32219,7,13,0,267,1
3465,2,18701,15437,7,13,7665,409,0
4468,4,2222,56309,7,13,7665,469,2
3014,5,14,54168,6,10,863,370,2
825,3,84,34150,3,3,1087,368,2
215,4,2051,43397,7,13,7665,271,2
1610,0,12488,83419,7,13,7665,246,1
1162,4,2847,21071,7,13,7665,396,0
2036,4,2079,24181,5,2,3106,384,1
3054,5,68,53572,3,13,7665,363,2
1697,3,72,16622,0,13,7665,387,2
2239,3,54,34481,7,13,7665,412,1
1990,2,37415,104352,7,13,7665,277,1
403,3,133,43812,0,13,7665,419,1
1305,5,99,36685,7,13,7665,414,2
3062,5,14,15433,6,13,7665,460,2
1990,2,226,28594,5,10,4227,407,2
2761,5,18916,28896,7,13,7665,465,1
4023,5,5837,49908,0,13,7665,375,2
1688,4,4591,20349,6,13,7665,415,2
4281,4,1087,29614,0,13,7665,217,2
1973,5,26154,33295,7,13,7665,389,2
1864,0,7621,22127,5,0,6393,462,1
2755,4,2824,22696,0,0,2094,342,2
466,2,9175,40236,7,13,7665,236,2
596,4,7260,28627,1,5,4610,466,1
4272,0,3513,22004,7,6,7010,332,1
1728,2,15321,26157,7,13,7665,444,1
4468,5,14,14094,6,13,7665,281,2
4468,0,10870,7006,0,7,3413,455,1
4144,4,1066,25788,7,13,7665,386,2
1724,0,2825,19407,0,13,7665,368,0
4272,5,14,33005,6,4,7665,446,2
1688,5,860,659,7,13,7665,378,2
1379,5,14,37705,6,13,7665,467,2
2745,4,1537,17092,0,7,5087,392,2
1904,2,1951,25870,7,13,7665,414,1
1,4,4440,27073,1,9,6038,305,2
973,3,429,39847,3,4,792,247,2
1688,3,1823,27950,7,6,970,387,2
3806,4,14,7152,5,1,7010,475,2
939,4,3,24042,3,9,3537,429,1
1141,2,13102,56956,7,13,7665,434,2
