account_id,operation,amount,balance,k_symbol,bank,account,year,month,day,dayofweek,type
2365,5,3063.3370020474226,48119.71029934634,0,13,7665,1993,7,9,1,2
3253,3,156.83880036647935,4049.069312671005,3,7,139,1994,3,31,3,1
1953,5,595.8427643690034,30829.595943205037,7,13,7665,1993,8,10,1,2
2416,3,134.67929898143547,34582.8353507644,7,5,7003,1993,2,28,0,1
2902,3,901.3711657863798,40688.75930950214,3,4,7511,1993,10,7,5,2
1142,4,1104.498890814258,28976.936198869007,7,13,7665,1993,11,12,1,2
536,4,4307.896062113466,76338.57282876156,7,13,7665,1993,8,10,5,2
723,0,5389.131861261614,16398.1391591151,6,6,5170,1993,11,18,0,2
3511,4,3508.384697361758,28868.686331734592,0,13,7665,1993,11,30,0,2
1566,5,1323.7356420784345,33187.3709748045,7,13,7665,1993,9,15,5,1
2934,2,14342.915769471107,21036.95656928365,1,4,3778,1994,2,2,2,2
3887,5,5337.565235806585,26374.02837246311,0,1,5487,1993,8,10,4,1
2071,0,4496.93889449081,15388.393452382647,6,0,7376,1993,2,10,5,1
4047,5,13915.939524694117,28607.600156369306,7,12,1101,1994,1,11,0,1
1904,4,11970.246299008357,35923.920409005106,7,11,4423,1993,12,13,5,2
4170,2,1012.6473608903134,44133.19971286776,7,13,7665,1994,1,11,2,1
2426,4,23962.77599975698,58124.44755016586,7,13,7665,1994,7,13,6,1
626,4,1948.0958077827152,13950.731877722083,7,2,2992,1993,6,12,5,2
4475,5,2045.8658923226167,46140.42333865176,7,13,7665,1993,11,12,6,2
381,4,5081.721211966985,28548.968458768664,0,4,7665,1993,3,8,2,2
1728,3,24658.761449499638,38036.040900790365,3,13,7665,1993,4,30,5,1
3644,2,29129.897876252428,70231.92061504537,7,13,7665,1993,5,15,5,1
2402,3,1877.14596918718,36242.186074448786,5,5,3302,1994,4,19,5,2
31,5,6227.883730962456,26753.252448009694,7,13,7665,1994,1,31,2,1
2370,5,9812.151739225614,71454.24487030895,7,13,7665,1993,9,13,5,2
1680,4,2621.5526547396853,23543.98841380482,0,13,7665,1993,2,4,1,2
857,3,17.236468180926042,30409.103320739436,3,11,3249,1994,4,11,3,2
3415,4,2946.2764081115547,15127.352454016043,0,13,7665,1994,4,14,3,2
4316,4,178.8406433648915,58869.32312939326,7,13,7665,1993,11,30,0,2
2845,0,6295.078192084158,45349.207471313064,5,5,5042,1993,6,7,5,0
3993,2,3134.904453052319,1494.477088976063,7,13,7665,1993,12,15,2,1
2636,5,15776.547931615696,47313.364299310095,7,13,7665,1994,3,11,5,1
1092,4,1512.0718618460744,22987.262023743926,7,13,7665,1993,10,31,0,1
776,4,100.94237233851347,4779.785396082709,3,0,767,1993,12,10,6,2
212,2,9389.949117108585,40530.191949061904,7,13,7665,1994,11,30,4,1
985,4,801.5834368293262,38289.324906288726,6,13,0,1993,4,9,4,2
4047,5,2119.6880055250363,49968.05352851886,7,13,7665,1993,8,8,1,2
1990,2,3093.178764222641,46129.002750445696,6,12,4768,1993,6,28,6,2
960,3,1187.8036926626246,27295.561121208964,7,13,7665,1994,4,10,3,1
2260,3,86.53865816866363,35212.45427852612,7,7,1569,1993,8,28,0,2
3011,4,7026.542838408523,25083.665530664173,0,9,4082,1993,12,31,5,2
3757,0,1929.662514227285,24454.995184890868,7,13,7665,1994,3,31,6,2
3470,5,3172.4018388441846,6401.075757092945,6,13,7665,1993,11,10,1,2
2644,0,5728.716843246212,27091.38045806982,7,13,7665,1994,4,10,4,1
2628,5,862.2875083321678,16195.51311599142,7,13,7665,1993,2,11,0,2
3497,5,851.3530165927857,25899.255820043905,6,13,7665,1994,3,5,5,2
702,5,5726.292433938922,36864.64739754578,7,13,7665,1994,2,9,2,1
1953,5,2295.6824063362255,594.2044269582784,6,13,7665,1993,6,30,3,1
1904,5,5785.692669713377,26784.506470872697,7,4,2184,1994,2,8,4,2
4408,5,14.048112070964956,79898.60754360196,6,13,7665,1993,12,31,4,1
985,3,127.85793584155758,13338.833894822576,3,3,7665,1993,12,10,4,1
2755,5,12483.470718267205,24654.21413141302,0,13,7665,1994,7,10,0,2
4373,5,2889.7636497552758,30966.983906338282,7,13,7665,1993,4,13,2,2
4339,5,13.845653133976835,55399.836054679145,7,13,7665,1993,8,9,5,2
3686,2,6404.163481136821,38754.744827774804,5,10,3115,1993,1,10,4,1
1870,0,267.4211448498403,50144.64541292794,3,7,3115,1993,8,31,2,1
2636,4,24.73590538684373,6791.743489444219,3,4,6690,1994,4,18,2,1
4047,5,3486.8360207916007,83369.02068981992,7,13,0,1993,10,5,2,1
1416,5,14.032360715521794,31909.056488216374,6,13,7665,1994,3,8,4,2
1728,3,114.27066281976035,48333.95256403938,3,13,7665,1993,5,8,1,1
719,5,16074.887308255926,670.4085454262904,7,13,7665,1993,12,9,2,2
3189,4,2664.8252251389567,33225.39161752425,7,1,6028,1993,2,8,0,2
323,0,23840.345874300685,58265.78453115977,7,13,7665,1994,1,31,0,1
1857,4,814.3056169406346,28217.417881695037,7,13,7665,1993,6,30,2,1
548,5,6040.131779044895,8646.481635239694,6,13,7665,1994,1,31,4,1
4408,5,5194.115328182367,36823.80010097058,7,13,7665,1993,7,6,4,1
220,5,70.59164228307658,41754.47916124465,6,13,7665,1993,6,7,6,1
4282,5,13.416064824374105,20210.05006653553,6,13,7665,1994,2,16,0,2
2260,4,242.3044983185864,61876.261878136575,7,13,7665,1994,3,6,6,2
2071,0,3965.783740524107,19993.410619245642,7,8,5147,1993,11,30,5,1
1076,2,14173.738246116927,32022.538784375392,7,13,7665,1993,8,31,6,1
2259,5,32865.60873460327,24069.474823801513,7,13,7665,1994,3,31,0,1
2259,3,3808.823010419269,16763.12653136966,3,4,2808,1993,11,28,0,1
466,4,3292.382346485302,27986.12319117428,7,13,0,1994,11,8,0,2
4366,2,2863.503038351947,108351.45749875158,7,13,0,1993,6,2,0,1
1575,4,5690.299535943399,53456.46028126356,7,13,7665,1993,6,6,4,2
323,5,37028.17576206747,82884.43981155251,7,13,7665,1993,6,30,1,1
1121,0,5393.245313197547,16423.669135775133,7,1,3133,1994,1,12,5,1
2028,4,3161.8137071051156,16687.588704098085,0,9,2068,1993,7,10,5,2
692,2,9375.970139002246,72029.2347103241,7,13,7665,1993,12,31,0,1
514,4,4800.227232612794,27914.43751461985,0,13,7665,1993,12,8,0,2
626,3,757.7709008732733,38524.02260439045,7,13,7665,1994,4,31,6,1
3885,5,14890.969315642491,12183.900852203427,7,13,7665,1994,3,14,5,1
4256,5,1596.7253270668068,22860.29406341795,5,0,7435,1993,3,31,0,2
2902,4,371.92688320653804,-45.086077268306326,7,11,7665,1994,1,31,4,1
119,5,5471.622333420731,27608.91230367651,7,13,7665,1994,4,13,3,2
926,5,4148.266064493619,51498.66137889915,7,13,3189,1993,7,28,0,2
985,5,13.945716913690639,23382.7083864981,6,13,7665,1993,5,8,2,2
2260,3,148.72766988870157,11170.902918235864,3,3,1328,1993,11,30,1,0
381,2,4910.235807771575,52173.08574336718,7,13,7665,1993,10,10,0,1
2523,5,235.94202957136304,8613.180838111619,6,13,7665,1993,8,11,0,1
3960,4,7417.242942547988,31451.823927390047,7,13,7665,1993,10,5,3,2
2260,4,851.2308436944338,48099.8003460322,7,12,219,1993,9,9,6,2
719,3,6.853320692646027,18097.780966014987,1,5,2880,1994,4,20,1,2
3882,4,8119.661735360041,23837.083204078703,4,4,767,1994,4,9,5,2
2342,2,7461.11139473729,20656.924469317022,7,13,7665,1994,1,31,4,1
2512,0,21742.43696991266,67947.82338157855,7,13,7665,1993,9,13,6,1
466,5,15.241572527147316,44946.7907040865,0,8,4022,1993,11,8,4,2
2416,0,2752.6008494623743,38136.51202727942,7,5,7665,1993,12,6,6,1
1591,3,182.40000659037267,14882.039350488954,3,10,2815,1993,8,4,2,1
960,5,814.4329629105745,62305.022642297205,7,13,7665,1993,6,15,1,1
1953,4,2174.8530657138635,11717.8850435089,7,13,7665,1994,1,8,5,2
445,0,4433.468783452504,6177.855309605742,0,13,7665,1994,4,6,5,2
1825,2,22560.46447300589,51939.70361401793,7,4,1411,1994,3,13,6,1
4276,5,13.281543852441887,2743.0784777274475,6,13,7665,1993,7,14,5,2
1985,4,3032.489929311369,45188.89434620932,7,13,7665,1994,2,18,5,1
323,2,44540.9186928131,68388.50964541984,7,13,7665,1993,12,13,1,1
985,5,14.134381576824394,16042.882025879815,6,13,0,1993,3,31,4,2
1913,5,27439.878830081878,86426.4268666045,7,13,7665,1993,8,12,5,1
1904,5,134.1940551076013,36251.663268024335,7,13,7665,1994,2,13,6,2
1904,4,7559.597980098861,46246.47363080805,3,4,1574,1993,8,10,0,2
1098,2,12033.686368697287,107020.42084267427,7,13,7665,1993,7,1,5,1
258,5,13237.901290144806,53756.37911822195,7,13,7665,1993,8,31,2,1
1904,0,5636.83509538026,53424.42061752906,7,5,229,1993,12,4,3,1
4243,5,33271.26441829772,22630.396967926896,7,13,7665,1993,10,31,6,1
4366,2,5012.707238351092,22956.47443318534,7,13,7665,1993,12,5,0,1
2315,5,13.350446903959364,7052.497796237996,7,13,7665,1993,12,11,0,1
1904,2,13099.030898980096,48428.654969980525,7,13,7665,1993,10,31,0,1
1566,5,1275.0782833713947,47443.70347523208,7,13,7665,1993,12,28,5,2
1331,4,510.1460676854111,66077.4772986322,7,13,7665,1994,3,15,5,2
883,5,1029.9301131954928,16924.77655759874,7,13,7665,1994,3,7,0,2
1870,2,20752.63983671756,47087.45317095888,7,13,7665,1994,1,31,6,1
1465,0,2806.225981064001,28452.866330725206,0,9,744,1994,2,10,0,2
3447,0,3887.5770827253764,24170.595151998645,7,2,7511,1993,9,13,1,2
3802,5,3821.3083861815026,29251.514544446603,7,13,7665,1993,3,6,4,2
3465,5,10790.137090897482,57414.65572600373,6,13,7665,1994,3,13,5,2
4373,0,7479.931416114536,15648.54993916706,7,12,2912,1994,3,11,4,1
4400,4,6027.146438695697,24525.374800977035,3,6,1965,1993,11,9,5,2
865,0,6229.122751420975,39710.643493712814,1,10,3135,1993,12,10,6,2
2512,0,280.71447998543016,60698.0936427476,3,13,7665,1994,3,13,3,1
1771,5,3071.299482790191,33462.31837556165,7,5,6582,1993,11,10,2,2
3189,4,3015.3964065146656,17897.829638063366,7,12,2734,1993,10,18,5,2
3026,2,31732.748908097125,83675.87102527483,7,13,7665,1993,5,30,3,1
3741,5,5792.020321750475,61882.13864245312,7,3,3189,1993,9,15,3,2
1913,0,1780.1779442330087,35032.07593211358,7,13,7665,1994,3,2,0,1
3686,5,22130.50123431977,18428.296194442162,7,8,3917,1993,8,5,4,0
3887,5,2445.676540662914,19202.105478067755,7,13,7665,1994,4,13,1,1
4079,4,4285.275565471946,23682.21942160971,0,5,4428,1993,3,5,5,2
3784,0,17223.479999656316,91966.00908191058,7,13,7665,1994,3,30,1,1
230,4,2304.3850183467666,13767.9816268471,0,2,785,1994,2,5,5,2
1142,5,14.911440828579549,58910.81106439411,6,13,7665,1994,3,31,2,1
381,3,323.65486023618803,7436.093572502656,3,1,2880,1993,12,6,3,1
1783,4,69.37345320763848,27710.154987822694,6,12,5455,1993,10,8,6,2
220,3,56.38321040598814,45217.92671785684,7,13,7665,1993,10,31,4,2
88,3,120.22625155294581,28023.89410197814,3,13,6066,1993,12,31,0,1
4084,2,1245.8180188894426,33519.60234409052,7,13,7665,1993,7,30,4,2
3822,5,18070.399017371765,45448.641596114765,7,13,7665,1994,3,13,6,1
1399,4,930.9459704247802,25136.235543001552,6,13,7665,1993,12,27,0,1
2902,4,3422.4486529878386,26679.498406477167,1,7,1569,1994,2,8,6,2
1782,5,1848.7799351862136,22349.61433507705,7,13,7665,1993,12,28,0,2
2108,2,1181.3206601148647,26631.35931009122,7,2,174,1994,3,11,3,2
2260,3,4.516174466304253,17909.92204857024,3,12,5632,1994,2,4,4,2
3302,3,93.21929158368496,42316.28879461893,3,4,6288,1993,8,2,2,2
3686,5,14634.23750761483,53996.756793698405,7,13,7665,1994,3,31,0,2
258,5,14734.41687812038,35759.640059200676,7,13,7665,1994,3,29,0,0
3011,3,13.906003411843676,27841.860612826793,6,1,314,1994,3,11,1,2
4349,4,5415.153273417554,35575.489344725815,6,13,7665,1994,3,2,0,2
212,4,7946.002119407905,69616.84344443642,1,4,5240,1993,12,12,2,2
3945,4,3102.969596356592,7296.686166669,0,1,5325,1994,4,6,4,2
888,2,160.49606166053525,81798.9961424616,7,5,4832,1993,12,9,2,2
2902,0,4061.0967558669363,58381.21477811382,0,13,7665,1993,5,10,4,1
548,5,579.2408874601854,15054.0326691033,6,13,7665,1993,12,24,2,2
1221,4,2205.668431092835,21073.19391630322,7,13,7665,1993,7,10,6,2
822,4,8782.873804173274,33836.48830366398,7,3,4428,1994,2,28,1,2
692,2,8098.415236174994,30533.28522298084,5,7,3001,1994,1,11,4,1
119,3,71.85299966123628,35782.232965255156,6,13,7665,1993,7,1,5,1
1091,0,1444.6951825784643,27551.651434648375,5,5,993,1994,10,10,6,2
1328,2,10438.704265633816,57428.8549291205,7,13,7665,1993,12,31,6,1
2517,2,5171.109259363717,24084.007734951705,0,13,7665,1994,1,12,4,1
692,4,15667.939172020033,24736.04331845844,7,2,6767,1993,7,5,3,2
4382,4,3189.269053718581,27080.346612138303,7,13,7665,1994,3,2,5,1
2031,0,97.53393224777291,29993.36038515665,3,0,4768,1994,1,1,2,2
1591,3,75.58963462529967,23401.528721341354,3,9,5170,1993,12,10,0,2
21,0,2573.973225237194,37953.27960878396,0,13,7665,1993,8,14,6,2
3253,5,16.05958409630039,27899.847037432133,7,13,7665,1993,9,30,2,1
31,2,79.2125652832447,36776.075076460394,5,7,6842,1993,12,13,2,2
2761,4,38002.31594613939,85546.9704120567,7,13,7665,1993,10,7,1,2
1892,0,6312.674711074919,15188.29383751594,0,8,1585,1994,3,31,1,1
622,2,8009.6443827968005,40976.764335013126,7,13,7665,1993,12,17,3,1
258,4,2488.900155130817,33787.247694938844,0,13,7665,1993,10,9,1,2
2315,4,6349.41451040903,24695.622635043776,7,8,0,1993,8,31,0,2
1399,4,2385.5008113359736,28753.136862286745,7,13,7665,1994,1,8,2,2
31,2,10208.25774328144,65046.99556389064,7,8,3026,1993,11,30,1,2
2644,4,757.8597980294693,67108.5080520037,3,13,7665,1993,5,30,2,2
2855,2,6120.875722570046,36572.66126058969,7,13,7665,1994,1,14,6,2
3061,5,61.642882514905004,42589.76812354249,7,13,7665,1993,5,6,1,2
548,5,14.021218015324244,25786.629395993925,6,13,7665,1994,11,6,3,2
4316,5,5409.607233383563,29432.941303498534,6,13,7665,1994,1,28,0,2
439,3,63.02862129387506,37973.925947148186,7,3,139,1994,1,13,0,2
3657,4,1594.6952325070401,23587.251053932254,7,13,7665,1994,4,10,0,2
1021,4,5374.4608068200305,27274.980565512542,0,4,4984,1993,7,8,0,2
258,4,7752.857436834551,24842.211057807057,5,3,1585,1993,8,2,5,2
3741,0,3046.7350233338348,49527.009362453085,6,13,7665,1993,10,28,0,1
2784,3,50.59406176567222,22631.548969058924,5,11,6066,1994,1,12,3,1
821,4,14.889422533651103,24013.98714167052,6,13,7665,1994,4,8,4,2
612,5,6963.802963993952,49027.668877199016,7,13,7665,1993,1,30,0,2
3882,0,9315.134849826823,23886.090844223872,7,13,7665,1994,3,11,3,1
1782,4,1397.542710894873,26284.62068272949,1,5,7511,1993,10,14,0,2
1232,5,23973.185836748235,84156.91460058154,7,13,7665,1993,9,7,1,2
1580,0,40458.0139172352,45666.19482979134,0,13,7665,1993,2,28,0,1
4051,0,13442.967672778537,20958.230490039503,7,13,7665,1993,2,28,3,2
2628,4,8277.909280536656,26635.669640558623,0,13,7665,1993,10,31,1,2
2031,0,5280.301344313063,22148.65614508016,5,4,2880,1993,12,12,1,2
1985,5,865.712951088207,14284.433923060558,7,9,2808,1994,4,8,5,1
2628,4,4861.161523915321,28060.860633304517,7,13,7665,1993,11,24,1,1
258,4,13402.12142897521,28871.09047982144,7,13,7665,1993,8,10,2,2
4079,5,14.010974993945537,27222.812981310828,6,13,7665,1994,1,18,0,2
2402,5,4388.672786560382,32738.558575015813,7,13,7665,1993,6,13,1,1
1332,4,4072.932319238127,82085.96517352875,3,1,174,1993,4,11,5,2
3771,5,46821.67607755959,27463.50628373008,7,13,7665,1994,1,31,0,1
719,4,5355.8266288525065,38207.92525960248,0,9,2962,1993,12,24,1,2
4462,2,10848.219820852753,31053.50273989619,7,13,7665,1993,11,31,5,2
3460,0,69479.88178256224,44159.17055416968,7,13,7665,1993,3,11,3,1
1569,5,3157.2987638224718,95419.02073521785,7,13,7665,1994,9,30,5,2
4046,1,2789.884854515173,48435.55249537541,0,13,0,1993,6,31,2,1
1771,3,73.1694620950032,41601.638961122866,6,7,139,1993,4,31,0,2
2523,5,5491.391359859366,13458.343071165957,0,13,7665,1994,1,31,0,2
2512,3,133.68579906068226,55401.10958899724,3,9,1569,1994,2,6,0,1
883,4,5159.636763977973,38366.91486734506,7,13,7665,1993,1,6,6,1
2523,4,432.3390831495977,16585.605161063435,7,11,6431,1993,10,2,5,1
4184,5,58139.34157308645,23270.12345698975,7,13,7665,1993,12,13,1,1
4373,3,85.51686739080759,45036.283919653244,5,4,2904,1993,10,11,0,2
73,5,1819.8107907931487,860.8715690186518,7,13,7665,1993,10,28,0,2
719,4,2831.0332877584838,20670.002483483855,7,5,7230,1994,3,24,2,0
2305,5,2345.018360367258,20117.33506328187,7,13,7665,1993,6,18,2,2
4449,2,72.97174753496468,29915.013702273864,6,13,7665,1993,10,3,3,1
1964,4,2990.5870621709378,48110.970637794744,6,13,7665,1993,2,8,5,2
1460,2,24505.773663347238,88340.68923406478,7,13,7665,1993,10,31,5,1
1857,5,77.58053497158251,46055.61322547606,7,13,7665,1993,8,31,5,1
31,2,15801.920475861854,44520.46498996917,0,13,7665,1993,12,2,0,1
4276,2,5.7361398429916335,61993.460723077296,3,13,7665,1994,1,11,0,1
4023,3,75.85840878692962,23602.492066143677,3,12,1234,1993,11,30,1,1
383,5,803.7002607639603,61277.81229022599,7,13,0,1994,1,31,0,1
845,5,13.830188417978881,60931.93089692862,6,13,7665,1993,12,28,0,1
194,0,3650.3890245776142,14962.081156299311,5,7,3026,1994,3,6,4,1
960,2,23033.77286023385,59800.44506544549,7,13,7665,1993,9,30,3,2
3885,5,13042.665860289462,92434.17872445,7,13,7665,1993,10,10,3,2
2745,4,8307.31155257666,41365.06068858804,5,9,3026,1993,8,24,5,2
1332,3,5978.5684301696565,37139.62356106673,7,13,7665,1994,9,12,6,1
548,5,77.29338132019836,26870.857572840876,7,13,7665,1993,12,31,2,1
821,3,14.701038132156222,32116.724350414486,6,13,7665,1993,3,13,0,1
466,3,877.22658690927,655.1299621376447,7,13,7665,1993,10,31,0,1
1857,4,5230.456847460844,27718.405999171424,7,13,7665,1993,8,8,5,2
4449,0,4531.794307050712,26833.101998339665,7,13,7665,1993,3,10,5,2
4047,4,3640.8871382190937,23667.072043383494,0,13,7665,1994,4,5,5,2
3414,5,1163.00904011751,17382.963748652564,1,1,5051,1994,1,28,5,2
4250,4,42.70647465594138,28228.993383480818,7,9,7511,1993,10,9,6,2
1328,3,13.973708880830042,35236.848054472866,3,13,7665,1994,2,28,0,1
2292,4,18985.626138600357,28904.0011955581,7,13,7665,1994,2,19,3,2
2894,2,369.3332296412039,639.732701840363,7,12,443,1994,4,13,1,1
883,3,14.047482325421456,38284.671909516364,6,5,1428,1994,1,8,1,2
2636,0,3462.8927139467596,32367.103589213824,0,12,2544,1993,2,28,0,1
2684,4,2352.6139260096575,6583.912770351517,2,13,7665,1993,6,18,0,2
2429,5,6499.352863066504,61240.509865130836,7,13,7665,1993,10,31,1,2
748,2,13025.509850070353,27416.136925541512,7,13,7665,1993,12,30,6,1
2260,2,5947.912232840383,45061.9270916883,7,13,7665,1994,1,11,5,1
4047,5,17067.47287377244,84198.3656259954,6,13,7665,1993,6,31,2,2
3737,5,1865.8288023152818,13288.010838226499,6,1,5487,1994,1,30,1,2
3497,4,3091.950762228603,15043.192161919662,5,9,1585,1993,6,30,6,2
4076,2,14474.056054992443,36970.65424301889,7,13,7665,1994,7,5,5,1
2260,4,576.3605966639784,21242.532579922616,7,13,7665,1994,4,12,6,2
2292,2,819.9262481265229,-146.49151642835386,7,13,7665,1993,12,24,0,2
1566,5,5534.277785866467,39294.30580183653,7,13,7665,1993,10,10,5,2
4170,4,2665.291450795174,30735.619209969715,7,9,4274,1993,2,28,0,2
4084,3,13316.521594077225,50864.898330831056,7,13,3774,1993,11,14,1,2
1405,5,137.19880761196708,44827.32111706483,3,11,7511,1993,12,13,2,2
1799,5,13.21624921889496,40936.51660644702,6,13,7665,1993,12,31,4,2
3415,0,6908.680858328142,58697.82363439436,5,11,5042,1994,4,18,3,1
2580,4,594.8008853745383,13012.439591118298,7,13,7665,1993,12,31,3,2
603,5,5257.587597081831,32895.97537752813,7,13,7665,1993,10,31,5,1
603,5,642.9973899775426,37033.52828388927,7,11,4633,1994,2,13,0,2
1990,0,2605.1171208408377,26410.191486707547,7,9,2560,1994,4,31,4,1
1680,5,3160.3915199323046,34418.894722040015,7,13,7665,1993,1,31,0,1
821,4,97.35986391436296,25837.8919185177,7,13,7665,1994,1,6,1,2
4170,2,9428.008319079667,36896.55021479568,7,13,7665,1994,4,31,5,1
2370,5,8851.333256270855,34996.37787277511,0,13,7665,1993,10,9,0,2
2259,4,136.80829621117115,36126.29160490809,5,11,965,1993,11,30,1,2
73,5,79.56427944543353,59130.767635080374,6,13,7665,1993,10,8,0,2
3302,4,838.8175274332787,16388.456144569314,7,13,7665,1993,7,2,5,2
3460,5,14.018813110000304,62073.609775438425,6,13,7665,1994,4,12,2,1
536,3,20.369393254872435,27625.190009944447,3,13,7665,1993,7,31,6,1
2260,2,3169.1152929685045,22882.018156454233,7,13,7665,1993,8,31,1,1
748,2,32872.968415815216,85885.1810971194,7,13,7665,1993,12,13,6,2
3887,2,21544.460580161234,66699.00157986995,0,13,7665,1993,12,31,4,0
194,0,2948.0478775074607,25983.65724701872,7,9,4547,1993,12,11,1,2
2260,4,4218.347399233116,46517.070168174716,7,11,1256,1994,4,4,5,2
845,5,5738.474531056098,35639.53568668103,6,13,7665,1993,5,10,5,2
4408,0,41833.79151299505,37135.60480474168,7,13,7665,1994,4,14,5,1
2370,3,60.883657593327186,47306.3577244102,3,11,6049,1994,1,9,0,2
4382,2,792.6241701511393,71546.85383625548,7,13,7665,1994,1,11,5,1
2408,0,15134.577545951153,46724.82568590187,7,13,7665,1993,10,13,0,1
4040,3,144.90410018120917,8124.244204224444,0,12,1256,1994,3,28,0,2
3813,4,6287.943915183716,16315.20373618657,1,1,3069,1993,2,21,5,2
1913,5,139.49245792540597,32956.369396396956,5,0,7561,1994,4,8,6,2
2797,3,110.09095929650753,21468.605662732076,5,12,1101,1993,6,13,1,2
4282,4,12648.902007693656,32670.97592959401,7,13,7665,1993,11,0,4,2
3887,4,1865.5301694017314,17235.493026297434,0,7,6094,1994,7,7,0,2
4203,2,720.9716308414716,85601.65442481117,7,9,3001,1994,4,13,5,2
550,3,135.01177430884044,30307.122870047424,5,1,1139,1994,4,11,3,2
1782,2,14.056582915170502,37606.26452422496,6,13,7665,1994,1,28,5,2
2927,4,3137.824551466196,19186.22718423008,7,13,7665,1993,12,18,1,2
381,3,687.2246627077734,13275.221964252774,7,3,185,1994,2,28,0,1
2755,2,3169.203356491343,51116.8224652607,7,13,7665,1993,12,13,2,1
2927,3,125.09656445706385,33097.5936400984,0,13,7665,1993,8,9,1,1
3526,4,5741.246651449061,36883.182893865334,7,13,7665,1994,3,7,4,2
1782,2,11348.160762974987,9272.686947695167,2,13,7665,1993,6,12,6,2
2177,4,1717.672704322163,30835.86487958025,0,5,6074,1994,2,12,1,2
2644,0,3713.6345659996823,18511.683179113,7,13,7665,1993,10,14,0,1
4046,5,13618.305671465665,29876.52103312446,7,13,7665,1994,1,31,6,1
536,5,10109.16811664904,16638.439920566452,7,13,7665,1993,12,31,3,1
3686,3,146.92255664274282,47373.04323724718,0,13,1796,1993,8,7,0,2
3802,5,1385.7146490741977,25557.260339269993,6,13,7665,1993,7,10,4,2
3737,4,369.8752301926857,38129.665978461446,3,13,7665,1994,1,12,6,1
230,5,113.33058985860914,9885.909078501896,3,4,3083,1994,2,10,1,2
2429,4,3085.3905151851204,26249.225434491684,5,1,1138,1993,8,8,4,2
1762,5,5196.69027611176,28599.187192270612,6,13,7665,1993,8,10,1,1
305,2,14745.672925791563,43785.780864624605,1,12,553,1994,3,12,6,1
323,5,1866.471104518499,74365.44349358298,6,13,7665,1994,3,9,0,2
1782,2,2550.0895290804187,19818.499232646936,7,0,7665,1994,1,15,2,2
1428,3,4.430783772784219,28996.460630280017,7,10,6288,1993,6,31,4,1
31,5,14.032928778193337,47713.11167921211,6,13,7665,1993,12,11,4,2
3872,4,73.54728669855858,24684.02745485503,7,4,5580,1993,12,18,4,1
223,2,694.9244017997324,520.6524670224662,7,4,4227,1994,2,28,0,0
3189,3,81.23444072619178,28239.350746880555,3,12,5064,1994,3,9,1,2
2440,2,23561.461178794085,48645.14927570387,7,13,7665,1994,3,31,5,1
2403,5,2703.6294179834135,33406.01495518331,7,13,7665,1994,1,7,6,2
3224,4,73.6354184729066,22643.982939826852,7,13,7665,1993,12,10,2,1
4366,5,9554.576075410494,49952.12866127257,7,13,0,1994,2,27,0,2
4412,5,1893.849696640904,24595.882447846725,0,5,4995,1993,8,19,1,2
2073,3,235.9743321401288,29355.247771099057,3,2,185,1993,2,28,1,2
1460,5,1919.495508322661,21395.00310100273,6,13,7665,1994,2,10,0,2
1366,2,104.45917784245135,32245.84803171189,0,13,7665,1993,7,13,4,1
1680,4,6328.899946247281,39785.258675564466,7,13,4768,1993,4,11,3,1
1021,5,11793.083407742937,16179.109909232084,7,13,7665,1993,8,31,2,2
2182,5,15303.380177180323,35129.093439023156,7,13,7665,1993,12,11,6,2
258,4,2253.295931627988,46040.518090196034,0,13,7665,1994,2,19,6,2
3741,0,32093.832273848875,89066.25540513263,7,13,7665,1993,10,11,2,2
3802,5,14.100353483605844,30324.275442971484,7,13,7665,1994,3,31,1,1
415,4,2640.0145563016467,35799.87819894608,6,13,7665,1993,7,6,5,2
2408,4,844.2082677220143,24054.66562164268,1,4,4832,1994,4,8,2,2
1239,2,4674.060904766347,33220.802778230245,7,13,7665,1993,10,12,6,1
2600,4,18795.911722261753,61928.00405411032,7,4,2100,1993,9,7,4,2
1591,0,3779.2037452679033,34883.66129695933,6,13,7665,1994,1,31,4,1
774,5,1330.5258520056975,23712.022616286333,7,13,7665,1994,1,31,0,1
888,0,3908.44608878536,30033.95732289322,3,4,5325,1993,10,31,4,1
230,0,8235.306528058905,59867.126669321224,7,13,0,1994,1,14,6,1
2092,4,61.26090749870301,28255.840769130882,3,1,0,1993,10,18,6,2
2031,0,3748.3573174559883,26402.6243895345,0,13,7665,1994,1,24,4,2
1460,4,5271.0059965546325,49682.87213868068,7,4,1569,1993,11,27,5,2
341,4,1411.736737967523,29268.634764349306,7,13,7665,1993,11,30,1,2
3518,4,7318.102700948082,32761.28653718424,7,13,7665,1994,2,11,6,2
3991,5,13.678920121898592,50164.442473987954,6,13,7665,1994,3,10,0,2
4373,4,1902.4130468820156,51561.749325549405,7,13,4832,1993,2,23,1,2
2224,3,139.9486685945967,13793.59966004889,3,4,3729,1994,3,10,4,1
1520,5,644.2326698768219,23341.124830296983,7,0,5931,1994,2,4,0,2
533,2,14607.135684054623,8091.949859457989,7,13,7665,1993,12,13,1,1
2402,3,1109.1452008468166,800.5162008190655,7,13,7665,1993,9,8,4,2
2112,4,783.5848977037739,35825.59705081752,7,13,7665,1993,6,24,5,2
2745,0,8582.633555856384,20534.083516657945,7,9,229,1993,9,30,4,1
