account_id,type,operation,amount,balance,k_symbol,bank,account,time_diff
4049,2,5,19900,37444,7,13,7665,260
4049,1,2,28160,57344,7,13,7665,260
4242,2,5,5300,28546,7,13,0,260
2785,2,5,960,26640,7,13,7665,260
536,1,2,1900,39498,7,13,7665,260
1216,2,5,100,19644,7,13,7665,260
4291,1,2,600,600,7,13,7665,260
1700,2,5,3300,30312,7,13,7665,260
3376,1,2,900,23559,7,13,7665,260
2855,1,2,1100,40365,7,13,7665,260
1441,2,5,15900,42342,7,13,7665,260
3505,2,5,2000,23295,7,13,7665,260
4071,2,5,1200,23456,7,13,7665,260
900,1,2,600,12002,7,13,7665,260
733,2,5,18400,40934,7,13,7665,260
735,1,2,1200,25398,7,13,7665,260
3991,2,5,22400,47548,7,13,7665,260
3993,2,5,36200,64082,7,13,7665,260
1304,1,2,1800,40709,7,13,7665,260
2342,0,5,2635,19361,7,13,7665,260
2024,2,5,18900,40291,7,13,7665,260
4029,2,5,3400,97442,7,13,0,260
4134,1,2,34430,95165,7,13,7665,260
4128,0,5,9192,60685,7,13,7665,260
1328,2,5,12000,40322,7,13,7665,260
4489,2,5,9700,29264,7,13,7665,260
305,2,5,12900,36174,7,13,7665,260
3011,2,5,1600,23980,7,13,7665,260
4273,1,2,700,700,7,13,7665,260
2608,1,2,38457,74582,7,13,7665,261
143,1,2,400,400,7,13,7665,261
2083,2,5,19300,43400,7,13,7665,261
4096,2,5,13300,43736,7,13,7665,261
4111,2,5,8400,30904,7,13,7665,261
1457,2,5,7400,36179,7,13,7665,261
3490,0,5,13659,43026,7,13,7665,261
2517,2,5,10200,32795,7,13,7665,261
2547,2,5,8500,32343,7,13,7665,261
2680,2,5,24500,48495,7,13,7665,261
388,2,5,3500,26935,7,13,7665,261
1756,2,5,570,15924,7,13,7665,261
4063,2,5,6400,33257,7,13,0,261
3642,2,5,1900,30321,7,13,7665,261
3902,2,5,10000,34478,7,13,7665,261
857,2,5,8200,37132,7,13,7665,261
3580,2,5,1800,81361,7,13,7665,261
2483,1,2,32607,79994,7,13,7665,261
2297,1,2,11700,17244,7,13,7665,261
4243,1,2,16438,90363,7,13,7665,261
2791,1,2,36225,97567,7,13,7665,261
1234,2,5,2600,23324,7,13,7665,261
700,2,5,18400,42407,7,13,7665,261
3240,1,2,300,300,7,13,7665,261
4398,2,5,3400,93140,7,13,0,261
258,1,2,3700,24398,7,13,7665,261
2964,2,5,2560,18041,7,13,7665,261
1521,1,2,600,600,7,13,7665,261
2826,2,5,4700,33335,7,13,7665,261
4011,1,2,100,20100,7,13,7665,261
22,2,5,17300,47139,7,13,7665,261
1990,1,2,24904,91137,7,13,7665,261
2845,2,5,21700,42858,7,13,7665,261
4341,1,2,23029,23929,7,13,7665,261
2814,1,2,400,400,7,13,7665,261
2735,2,5,12500,40048,7,13,7665,261
3296,2,5,1600,22488,7,13,7665,261
1645,2,5,1280,22829,7,13,7665,261
3106,2,5,3400,29529,7,13,7665,261
3380,2,5,33500,53337,7,13,7665,262
4217,1,2,8820,9020,7,13,7665,262
2915,2,5,5200,31762,7,13,7665,262
3595,2,5,31400,51636,7,13,7665,262
3594,2,5,16300,40919,7,13,7665,262
3493,2,5,1200,20317,7,13,7665,262
3253,0,5,11480,29847,7,13,7665,262
2512,2,5,600,71289,7,13,7665,262
3965,2,5,10800,17875,7,13,7665,262
4153,2,5,2900,32789,7,13,7665,262
2797,1,2,9958,56310,7,13,7665,262
3343,2,5,34800,61709,7,13,7665,262
1761,2,5,5900,27074,7,13,7665,262
1023,2,5,5600,76334,7,13,0,262
4259,2,5,6500,56853,7,13,0,262
4257,1,2,12700,13300,7,13,7665,262
960,2,5,1380,25117,7,13,7665,262
2483,0,5,17890,62104,7,13,7665,262
2365,2,5,600,14095,7,13,7665,262
4046,0,5,3782,43875,7,13,7665,262
1368,2,5,16700,37947,7,13,7665,262
1522,2,5,5600,34960,7,13,0,262
2855,2,5,7100,33265,7,13,7665,262
3507,2,5,5640,34507,7,13,7665,262
1428,2,5,8800,32646,7,13,7665,262
2818,1,2,11147,41958,7,13,7665,262
2818,1,2,21270,63228,7,13,7665,262
2389,1,2,4400,22386,7,13,7665,262
4029,2,5,11100,86342,7,13,7665,262
626,2,5,17300,44655,7,13,7665,262
4384,1,2,700,23784,7,13,7665,262
3107,1,2,1000,1000,7,13,7665,262
4259,2,5,30900,63353,7,13,7665,262
264,2,5,1700,25441,7,13,7665,262
2305,1,2,2100,24284,7,13,7665,262
1593,2,5,18300,46888,7,13,7665,262
4214,0,5,9459,86761,7,13,7665,263
3460,2,5,390,19048,7,13,7665,263
1628,1,2,25142,52019,7,13,7665,263
1455,2,5,16300,36327,7,13,7665,263
883,2,5,9800,34899,7,13,7665,263
3816,2,5,22300,42738,7,13,7665,263
3830,1,2,800,27340,7,13,7665,263
435,0,5,5105,58687,7,13,7665,263
1744,1,2,600,600,7,13,7665,263
1266,2,5,18100,44862,7,13,7665,263
1142,2,5,8400,28689,7,13,7665,263
2538,2,5,270,16874,7,13,7665,263
4468,1,2,7902,55865,7,13,7665,263
4468,1,2,23814,47963,7,13,7665,263
4374,2,5,27800,51173,7,13,7665,263
3885,2,5,3000,44276,7,13,7665,263
3899,2,5,4440,58486,7,13,7665,263
959,2,5,24700,49144,7,13,7665,263
844,2,5,11800,40048,7,13,7665,263
3943,2,5,13100,35628,7,13,7665,263
4046,0,5,18201,25674,7,13,7665,263
4047,1,2,40175,58140,7,13,7665,263
2774,2,5,31900,55018,7,13,7665,263
3908,2,5,13400,34098,7,13,7665,263
681,2,5,22100,44047,7,13,7665,263
4188,2,5,2800,44676,7,13,0,263
2022,1,2,21538,82293,7,13,7665,263
4023,2,5,29800,56560,7,13,7665,263
813,1,2,700,700,7,13,7665,263
3993,1,2,32399,96481,7,13,7665,263
4338,1,2,11245,54290,7,13,7665,263
4339,1,2,8200,18477,7,13,7665,263
1636,2,5,400,20700,7,13,7665,263
4006,1,2,400,26192,7,13,7665,263
664,1,2,46805,47805,7,13,7665,263
662,2,5,17100,44729,7,13,7665,263
3099,2,5,8200,33727,7,13,7665,263
317,2,5,16000,41076,7,13,7665,263
3122,2,5,13500,36795,7,13,7665,264
4087,2,5,13100,36523,7,13,7665,264
110,2,5,19400,41576,7,13,7665,264
2905,1,2,4200,18003,7,13,7665,264
1628,2,5,900,51119,7,13,7665,264
3590,2,5,17800,45883,7,13,7665,264
3597,1,2,26585,55988,7,13,7665,264
455,2,5,10200,38486,7,13,7665,264
3153,2,5,3240,40960,7,13,7665,264
1724,1,2,300,300,7,13,7665,264
2799,1,2,1200,28816,7,13,7665,264
2677,2,5,800,22420,7,13,7665,264
4349,1,2,20247,58004,7,13,7665,264
492,1,2,1100,1100,7,13,7665,264
2071,2,5,12900,34582,7,13,7665,264
1750,2,5,15200,41935,7,13,7665,264
2450,1,2,28351,103874,7,13,7665,264
3467,2,5,3360,24804,7,13,7665,264
2363,2,5,2100,22466,7,13,0,264
3945,1,2,17283,48345,7,13,7665,264
1366,1,2,500,500,7,13,7665,264
1211,2,5,500,22000,7,13,7665,264
4179,2,5,2300,26043,7,13,7665,264
225,1,2,5547,27595,7,13,7665,264
1699,2,5,18400,38420,7,13,7665,264
2022,1,2,33258,115551,7,13,7665,264
2918,2,5,4600,26865,7,13,7665,264
37,1,2,1100,1100,7,13,7665,264
1436,1,2,4600,20324,7,13,7665,264
3511,2,5,2040,43255,7,13,7665,264
1002,2,5,21800,44208,7,13,7665,264
735,2,5,1250,24148,7,13,7665,264
1298,2,5,3240,24544,7,13,7665,264
1298,2,5,100,27784,7,13,7665,264
955,2,5,17900,42267,7,13,7665,264
2022,2,5,23100,92451,7,13,7665,264
1334,1,2,400,400,7,13,7665,264
1332,2,5,5000,28722,7,13,7665,264
3605,2,5,12600,40342,7,13,7665,264
4382,2,5,32300,55178,7,13,7665,264
3631,1,2,500,500,7,13,7665,264
4259,0,5,15938,40915,7,13,7665,264
300,2,5,2800,27030,7,13,7665,264
3011,2,5,3280,20700,7,13,7665,264
2315,2,5,6800,28121,7,13,7665,264
2133,2,5,37600,59318,7,13,7665,265
4094,1,2,3800,24237,7,13,7665,265
153,2,5,1680,28053,7,13,7665,265
4170,1,2,37778,75366,7,13,7665,265
886,2,5,100,26015,7,13,7665,265
985,2,5,27300,53521,7,13,7665,265
3813,2,5,18200,39189,7,13,7665,265
1103,2,5,4700,32660,7,13,7665,265
2512,2,5,22600,48689,7,13,7665,265
3144,1,2,7000,19662,7,13,7665,265
4344,1,2,3900,20329,7,13,7665,265
1674,1,2,5600,16424,7,13,7665,265
1664,2,5,16600,40506,7,13,7665,265
3887,0,5,12243,39896,7,13,7665,265
1017,2,5,17000,45689,7,13,7665,265
3897,2,5,1200,27870,7,13,7665,265
4250,0,5,23643,23740,7,13,7665,265
843,2,5,19100,39351,7,13,7665,265
855,2,5,7000,30421,7,13,7665,265
1927,2,5,16500,38848,7,13,7665,265
4051,2,5,1200,28911,7,13,7665,265
4243,1,2,36470,126833,7,13,7665,265
4243,2,5,62700,64133,7,13,7665,265
1566,2,5,4200,27354,7,13,7665,265
3327,1,2,200,200,7,13,7665,265
536,2,5,5600,33898,7,13,7665,265
1207,1,2,3300,19774,7,13,7665,265
3239,2,5,5400,25288,7,13,7665,265
186,2,5,12200,37517,7,13,7665,265
2203,1,2,22053,47375,7,13,7665,265
3053,1,2,2300,20483,7,13,7665,265
17,1,2,2500,23200,7,13,7665,265
1717,1,2,1100,1100,7,13,7665,265
992,1,2,20895,43977,7,13,7665,265
3408,2,5,11000,36975,7,13,7665,265
934,2,5,13800,39318,7,13,7665,265
4040,2,5,4500,27236,7,13,7665,265
4128,2,5,15300,45385,7,13,7665,265
4329,0,5,8159,41090,7,13,7665,265
4491,2,5,16700,39338,7,13,7665,265
2259,1,2,37840,101738,7,13,7665,266
3126,2,5,7100,35991,7,13,7665,266
153,2,5,1100,26953,7,13,7665,266
1616,1,2,30693,55832,7,13,7665,266
4109,2,5,24100,49956,7,13,7665,266
445,1,2,500,500,7,13,7665,266
2541,2,5,16500,38421,7,13,7665,266
472,1,2,700,28582,7,13,7665,266
2071,2,5,7100,27482,7,13,7665,266
3887,1,2,48468,88364,7,13,7665,266
4054,2,5,6100,32867,7,13,7665,266
3767,0,5,19028,30596,7,13,7665,266
2440,1,2,200,23200,7,13,7665,266
2566,2,5,3800,24852,7,13,7665,266
3692,1,2,2200,22600,7,13,7665,266
4249,2,5,12200,40548,7,13,7665,266
1076,2,5,13600,41604,7,13,7665,266
2491,1,2,400,400,7,13,7665,266
2370,2,5,1920,33337,7,13,7665,266
1239,1,2,7600,18239,7,13,7665,266
550,2,5,1920,17225,7,13,7665,266
4180,0,5,14150,11810,7,13,7665,266
4184,2,5,4500,31254,7,13,7665,266
8,1,2,3600,22837,7,13,7665,266
1,2,5,4500,31861,7,13,7665,266
819,2,5,5160,25876,7,13,7665,266
4339,1,2,24855,43332,7,13,7665,266
4033,2,5,6900,76065,7,13,7665,266
3925,1,2,600,600,7,13,7665,266
4002,2,5,9700,34299,7,13,7665,266
922,1,2,10600,15580,7,13,7665,266
626,2,5,2400,42255,7,13,7665,266
3311,2,5,3240,30891,7,13,7665,266
4266,2,5,15600,43277,7,13,7665,266
1684,1,2,5000,17628,7,13,7665,266
2600,2,5,36000,60928,7,13,7665,267
4304,1,2,1100,1100,7,13,7665,267
3447,2,5,5000,31963,7,13,7665,267
1742,2,5,4800,29052,7,13,7665,267
1121,2,5,2800,15686,7,13,7665,267
2799,2,5,1800,27016,7,13,7665,267
408,2,5,4500,24798,7,13,7665,267
2072,2,5,7600,31053,7,13,0,267
3882,2,5,17600,40930,7,13,7665,267
4057,2,5,22300,45588,7,13,7665,267
3644,1,2,5200,19776,7,13,7665,267
2570,2,5,700,26366,7,13,7665,267
2212,2,5,930,14734,7,13,7665,267
3571,1,2,18207,78359,7,13,7665,267
2701,2,5,2200,22732,7,13,7665,267
2363,1,2,100,22566,7,13,7665,267
2370,2,5,2400,30937,7,13,7665,267
2292,2,5,16600,42782,7,13,7665,267
1375,1,2,7300,12811,7,13,7665,267
1379,1,2,600,600,7,13,7665,267
1232,2,5,10500,33340,7,13,7665,267
537,2,5,2600,22648,7,13,7665,267
4400,2,5,25400,53228,7,13,7665,267
3195,1,2,5900,15331,7,13,7665,267
1603,2,5,900,26320,7,13,7665,267
4121,2,5,9300,33374,7,13,7665,267
31,1,2,2000,26189,7,13,7665,267
2861,2,5,1100,28309,7,13,7665,267
1002,0,5,18005,26203,7,13,7665,267
3779,1,2,800,800,7,13,7665,267
2580,2,5,1280,31157,7,13,7665,267
2720,2,5,3200,22775,7,13,7665,267
4329,2,5,11100,29990,7,13,7665,267
2761,2,5,10400,34005,7,13,7665,267
1495,2,5,3440,24418,7,13,7665,267
651,2,5,5160,30559,7,13,7665,267
907,1,2,600,20391,7,13,7665,267
1323,2,5,19800,49297,7,13,7665,267
344,2,5,20900,47853,7,13,7665,267
1688,2,5,2600,29635,7,13,7665,267
2259,0,5,8850,92888,7,13,7665,268
4311,2,5,16500,38961,7,13,7665,268
3253,1,2,10706,40553,7,13,7665,268
4462,2,5,19300,43264,7,13,7665,268
2791,2,5,51800,87593,7,13,7665,268
3726,2,5,18600,39398,7,13,7665,268
3902,2,5,2050,32428,7,13,7665,268
1933,2,5,900,22400,7,13,7665,268
3949,1,2,600,600,7,13,7665,268
2791,1,2,41826,139393,7,13,7665,268
4184,2,5,10200,21054,7,13,7665,268
212,1,2,2600,24067,7,13,7665,268
1697,2,5,1760,30922,7,13,7665,268
4192,2,5,12800,33814,7,13,7665,268
2136,2,5,19300,42689,7,13,7665,268
1,2,5,10200,21661,7,13,7665,268
26,1,2,900,900,7,13,7665,268
1991,1,2,4700,22230,7,13,7665,268
3507,2,5,5300,29207,7,13,7665,268
3511,2,5,9600,33655,7,13,7665,268
955,0,5,20087,22180,7,13,7665,268
2345,2,5,19500,47493,7,13,7665,268
4033,2,5,27800,48265,7,13,7665,268
825,2,5,2100,42689,7,13,7665,268
4487,2,5,4200,16829,7,13,7665,268
1973,2,5,6100,27518,7,13,7665,268
4095,2,5,13200,14765,7,13,7665,269
4097,1,2,11600,17087,7,13,7665,269
1460,2,5,6500,-486,0,13,0,269
3595,1,2,43170,94806,7,13,7665,269
3595,2,5,55200,57201,7,13,7665,269
3595,1,2,17595,112401,7,13,7665,269
3821,2,5,23300,50914,7,13,7665,269
1103,2,5,1400,31260,7,13,7665,269
425,2,5,6400,33939,7,13,7665,269
3978,1,2,32100,88787,7,13,7665,269
4144,2,5,12900,51782,7,13,7665,269
370,1,2,8600,15147,7,13,7665,269
1405,2,5,420,14973,7,13,7665,269
1023,2,5,4900,71434,7,13,0,269
3902,2,5,1350,31078,7,13,7665,269
860,2,5,2100,29664,7,13,7665,269
2943,2,5,15900,35554,7,13,7665,269
692,1,2,10500,11300,7,13,7665,269
225,2,5,3000,24595,7,13,7665,269
175,2,5,16200,38861,7,13,7665,269
4408,1,2,1000,1000,7,13,7665,269
1004,1,2,200,200,7,13,7665,269
751,1,2,45360,75383,7,13,7665,269
1065,2,5,1140,16755,7,13,7665,269
2582,2,5,900,25366,7,13,7665,269
2818,2,5,19100,44128,7,13,7665,269
2402,1,2,37196,101583,7,13,7665,269
2387,2,5,100,21051,7,13,7665,269
4134,1,2,38050,133215,7,13,7665,269
4134,2,5,42900,90315,7,13,7665,269
2753,2,5,13700,33333,7,13,7665,269
3099,0,5,5486,28241,7,13,7665,269
603,2,5,2700,23805,7,13,7665,269
1587,2,5,3920,22409,7,13,7665,269
2259,2,5,34400,58488,7,13,7665,270
1628,1,2,46315,97434,7,13,7665,270
1614,2,5,3440,20114,7,13,7665,270
4170,2,5,4500,70866,7,13,0,270
2114,2,5,1100,27642,7,13,7665,270
3156,1,2,9700,14131,7,13,7665,270
1131,2,5,1170,16497,7,13,7665,270
3140,2,5,1600,22993,7,13,7665,270
4063,2,5,5900,27357,7,13,0,270
4428,1,2,3900,18837,7,13,7665,270
1023,1,2,5468,76902,7,13,7665,270
2483,2,5,62800,47818,7,13,7665,270
2483,1,2,48514,110618,7,13,7665,270
3224,2,5,10800,37743,7,13,7665,270
1805,2,5,8800,35646,7,13,7665,270
548,2,5,25200,48685,7,13,7665,270
669,2,5,14300,37588,7,13,7665,270
3201,2,5,18000,45296,7,13,7665,270
4180,1,2,40824,52634,7,13,7665,270
356,0,5,20150,8468,7,13,7665,270
215,1,2,800,800,7,13,7665,270
1609,1,2,13000,13500,7,13,7665,270
4076,1,2,44983,89530,7,13,7665,270
1056,1,2,4300,24428,7,13,7665,270
3627,2,5,8800,33568,7,13,7665,270
3014,1,2,900,900,7,13,7665,270
4214,0,5,23451,63310,7,13,7665,271
162,1,2,2800,25889,7,13,7665,271
155,2,5,1700,26843,7,13,7665,271
1614,2,5,480,19634,7,13,7665,271
1628,2,5,35800,61634,7,13,7665,271
3489,1,2,9201,35358,7,13,7665,271
3438,1,2,700,700,7,13,7665,271
2514,2,5,17100,44798,7,13,7665,271
3343,2,5,50200,59447,7,13,7665,271
3718,2,5,12000,40191,7,13,7665,271
395,2,5,6800,28150,7,13,7665,271
4374,1,2,40266,91439,7,13,7665,271
2426,2,5,11300,39488,7,13,7665,271
1029,2,5,4400,27795,7,13,7665,271
970,1,2,600,600,7,13,7665,271
2628,1,2,10310,58758,7,13,7665,271
4046,2,5,1200,24474,7,13,7665,271
3844,2,5,9700,34616,7,13,7665,271
2628,2,5,9000,49758,7,13,7665,271
3335,2,5,16900,37735,7,13,7665,271
3343,1,2,47938,109647,7,13,7665,271
3547,2,5,4100,30826,7,13,7665,271
1693,2,5,23900,45298,7,13,7665,271
2505,2,5,8800,31327,7,13,7665,271
4121,2,5,5400,27974,0,13,0,271
4022,2,5,10900,33804,7,13,7665,271
34,2,5,13300,39534,7,13,7665,271
1990,1,2,27651,118788,7,13,7665,271
1990,2,5,32600,86188,7,13,7665,271
4076,0,5,20159,69371,7,13,7665,271
754,2,5,180,16378,7,13,7665,271
4341,1,2,15098,39027,7,13,7665,271
4276,2,5,26900,49562,7,13,7665,271
1591,2,5,1200,28415,7,13,7665,271
2374,2,5,14,25532,6,13,7665,272
2385,2,5,14,19171,6,13,7665,272
2380,2,5,14,33575,6,13,7665,272
2603,2,5,4200,31860,7,13,7665,272
936,1,3,163,33821,3,13,7665,272
1000,1,3,100,29377,3,13,7665,272
1014,1,3,133,35652,3,13,7665,272
939,1,3,96,22847,3,13,7665,272
1002,1,3,202,26405,3,13,7665,272
959,1,3,225,49370,3,13,7665,272
922,1,3,15,15595,3,13,7665,272
972,1,3,133,32684,3,13,7665,272
947,1,3,177,42565,3,13,7665,272
973,1,3,173,37786,3,13,7665,272
1006,1,3,124,27736,3,13,7665,272
960,1,3,109,25226,3,13,7665,272
934,1,3,162,39481,3,13,7665,272
955,1,3,188,22368,3,13,7665,272
992,1,3,148,44125,3,13,7665,272
1023,1,3,256,77158,3,13,7665,272
2133,2,5,30,59623,6,13,7665,272
2132,2,5,14,29351,6,13,7665,272
2259,2,5,14,58738,6,13,7665,272
2260,2,5,14,26372,6,13,7665,272
1747,1,3,136,38035,3,13,7665,272
1742,1,3,131,29183,3,13,7665,272
1798,1,3,129,31053,3,13,7665,272
1782,1,3,70,17263,3,13,7665,272
1794,1,3,154,35227,3,13,7665,272
1809,1,3,92,25605,3,13,7665,272
1756,1,3,66,15991,3,13,7665,272
1735,1,3,75,25123,3,13,7665,272
1740,1,3,12,5165,3,13,7665,272
1816,1,3,71,16637,3,13,7665,272
1771,1,3,126,45542,3,13,7665,272
1728,1,3,170,37752,3,13,7665,272
1805,1,3,143,35789,3,13,7665,272
1761,1,3,111,27185,3,13,7665,272
1750,1,3,153,42089,3,13,7665,272
1755,1,3,104,27705,3,13,7665,272
1762,1,3,89,23352,3,13,7665,272
1743,1,3,93,20584,3,13,7665,272
2494,1,3,67,21351,3,13,7665,272
2573,1,3,190,49415,3,13,7665,272
2521,1,3,36,11463,3,13,7665,272
2570,1,3,80,26447,3,13,7665,272
2547,1,3,148,32491,3,13,7665,272
2519,1,3,158,38935,3,13,7665,272
2563,1,3,176,39298,3,13,7665,272
2579,1,3,171,42966,3,13,7665,272
2512,1,3,209,48898,3,13,7665,272
2541,1,3,198,38619,3,13,7665,272
2603,1,3,111,36060,3,13,7665,272
2556,1,3,31,20188,3,13,7665,272
2566,1,3,95,24947,3,13,7665,272
2505,1,3,153,31480,3,13,7665,272
2517,1,3,133,32929,3,13,7665,272
2538,1,3,69,16943,3,13,7665,272
2600,1,3,263,61192,3,13,7665,272
2580,1,3,133,31291,3,13,7665,272
2523,1,3,249,53907,3,13,7665,272
2514,1,3,240,45038,3,13,7665,272
4096,1,3,200,43937,3,13,7665,272
4111,1,3,163,31067,3,13,7665,272
4428,1,3,7,18844,3,13,7665,272
4341,1,3,44,39153,3,13,7665,272
4144,1,3,265,52047,3,13,7665,272
4134,1,3,264,90579,3,13,7665,272
4087,1,3,157,36680,3,13,7665,272
4118,1,3,86,32262,3,13,7665,272
4109,1,3,157,50113,3,13,7665,272
4159,1,3,65,24858,3,13,7665,272
4170,1,3,238,71104,3,13,7665,272
4121,1,3,165,28140,3,13,7665,272
4091,1,3,105,36417,3,13,7665,272
4094,1,3,26,24263,3,13,7665,272
4214,2,5,14,63634,6,13,7665,272
666,1,3,97,24615,3,13,7665,272
735,1,3,91,24239,3,13,7665,272
548,1,3,145,48830,3,13,7665,272
412,1,3,119,31111,3,13,7665,272
362,1,3,134,34680,3,13,7665,272
900,1,3,28,12031,3,13,7665,272
525,1,3,106,26734,3,13,7665,272
498,1,3,54,18595,3,13,7665,272
664,1,3,66,47871,3,13,7665,272
536,1,3,149,34047,3,13,7665,272
1465,1,3,126,35283,3,13,7665,272
1487,1,3,179,47475,3,13,7665,272
1416,1,3,74,17933,3,13,7665,272
1400,1,3,108,25722,3,13,7665,272
1438,1,3,188,47531,3,13,7665,272
1401,1,3,77,18744,3,13,7665,272
1420,1,3,87,24699,3,13,7665,272
1495,1,3,113,24531,3,13,7665,272
1436,1,3,25,20349,3,13,7665,272
1430,1,3,178,47101,3,13,7665,272
1455,1,3,154,36482,3,13,7665,272
1466,1,3,465,89837,3,13,7665,272
1457,1,3,150,36329,3,13,7665,272
1456,1,3,102,24578,3,13,7665,272
1411,1,3,10,4416,3,13,7665,272
1405,1,3,62,15036,3,13,7665,272
3122,2,5,14,36955,6,13,7665,272
3460,2,5,14,19113,6,13,7665,272
4084,2,5,14,28423,6,13,7665,272
4084,2,5,1100,28438,7,13,7665,272
4087,2,5,14,36665,6,13,7665,272
4095,2,5,30,14875,6,13,7665,272
153,2,5,14,27054,6,13,7665,272
158,2,5,14,12204,6,13,7665,272
78,2,5,14,28916,6,13,7665,272
81,2,5,14,17260,6,13,7665,272
96,2,5,14,13800,6,13,7665,272
88,2,5,14,47558,6,13,7665,272
114,2,5,14,20446,6,13,7665,272
103,2,5,14,34146,6,13,7665,272
106,2,5,14,26451,6,13,7665,272
133,2,5,14,19692,6,13,7665,272
119,2,5,14,33135,6,13,7665,272
2899,2,5,14,18119,6,13,7665,272
1628,2,5,14,61773,6,13,7665,272
1616,1,2,28945,84777,7,13,7665,272
1614,2,5,14,19720,6,13,7665,272
1794,2,5,14,35213,6,13,7665,272
1798,2,5,14,31038,6,13,7665,272
2083,2,5,14,43578,6,13,7665,272
4096,2,5,14,43922,6,13,7665,272
1460,1,2,9200,8713,7,13,7665,272
1457,2,5,30,36299,6,13,7665,272
1456,2,5,14,24564,6,13,7665,272
1460,2,5,100,-632,6,13,7665,272
1460,2,5,9300,-532,7,13,0,272
3596,2,5,14,38803,6,13,7665,272
3595,2,5,14,57480,6,13,7665,272
3597,2,5,14,56120,6,13,7665,272
3590,2,5,14,46087,6,13,7665,272
3594,2,5,14,41103,6,13,7665,272
3801,2,5,14,46108,6,13,7665,272
3812,2,5,14,24270,6,13,7665,272
4170,2,5,100,71004,6,13,7665,272
902,1,3,216,53292,3,13,7665,272
844,1,3,148,40196,3,13,7665,272
887,1,3,136,33953,3,13,7665,272
845,1,3,74,18958,3,13,7665,272
860,1,3,103,29767,3,13,7665,272
901,1,3,70,17244,3,13,7665,272
820,1,3,44,19071,3,13,7665,272
865,1,3,94,24794,3,13,7665,272
857,1,3,134,37266,3,13,7665,272
825,1,3,174,42864,3,13,7665,272
840,1,3,153,37949,3,13,7665,272
883,1,3,166,35065,3,13,7665,272
905,1,3,110,28470,3,13,7665,272
907,1,3,17,20408,3,13,7665,272
855,1,3,190,30611,3,13,7665,272
843,1,3,157,39509,3,13,7665,272
819,1,3,138,26015,3,13,7665,272
821,1,3,380,98965,3,13,7665,272
888,1,3,106,32215,3,13,7665,272
848,1,3,124,30418,3,13,7665,272
850,1,3,121,28804,3,13,7665,272
822,1,3,333,87371,3,13,7665,272
886,1,3,114,26129,3,13,7665,272
886,2,5,14,26115,6,13,7665,272
883,2,5,14,35050,6,13,7665,272
985,2,5,14,53802,6,13,7665,272
973,2,5,14,37772,6,13,7665,272
1094,2,5,14,58218,6,13,7665,272
1091,2,5,14,14400,6,13,7665,272
1080,2,5,30,98774,6,13,7665,272
1082,2,5,14,31784,6,13,7665,272
2111,1,2,44034,124395,7,13,7665,272
2112,2,5,14,24659,6,13,7665,272
2111,1,2,19933,144328,7,13,7665,272
2108,2,5,14,58432,6,13,7665,272
2111,2,5,51600,92713,7,13,7665,272
2111,2,5,14,144313,6,13,7665,272
774,2,5,14,35848,6,13,7665,272
790,2,5,14,53557,6,13,7665,272
3490,2,5,14,43253,6,13,7665,272
3493,2,5,14,20396,6,13,7665,272
3489,2,5,14,63427,6,13,7665,272
3489,1,2,27911,63269,7,13,7665,272
4076,1,3,301,69672,3,13,7665,272
4313,1,3,254,43838,3,13,7665,272
4054,1,3,165,33032,3,13,7665,272
4095,1,3,140,14905,3,13,7665,272
4057,1,3,179,45768,3,13,7665,272
4128,1,3,237,45623,3,13,7665,272
4079,1,3,116,28278,3,13,7665,272
4188,1,3,191,44867,3,13,7665,272
4112,1,3,164,40048,3,13,7665,272
4341,1,3,44,39109,3,13,7665,272
4097,1,3,9,17096,3,13,7665,272
4329,1,3,181,30171,3,13,7665,272
4180,1,3,135,52769,3,13,7665,272
4084,1,3,94,29538,3,13,7665,272
4179,1,3,155,26198,3,13,7665,272
4301,1,3,170,42922,3,13,7665,272
4153,1,3,460,33250,3,13,7665,272
4071,1,3,77,23534,3,13,7665,272
4217,1,3,13,9033,3,13,7665,272
4250,1,3,168,23994,3,13,7665,272
4385,1,3,110,25071,3,13,7665,272
4338,1,3,229,54749,3,13,7665,272
4366,1,3,26,7331,3,13,7665,272
4420,1,3,132,32034,3,13,7665,272
4374,1,3,206,91908,3,13,7665,272
4367,1,3,161,41655,3,13,7665,272
4382,1,3,181,55360,3,13,7665,272
4384,1,3,36,23820,3,13,7665,272
4341,1,3,38,39065,3,13,7665,272
4334,1,3,29,16535,3,13,7665,272
4349,1,3,291,58295,3,13,7665,272
4400,1,3,209,53437,3,13,7665,272
4344,1,3,87,20416,3,13,7665,272
4362,1,3,242,44204,3,13,7665,272
4339,1,3,97,43429,3,13,7665,272
4398,1,3,395,93535,3,13,7665,272
4373,1,3,100,42673,3,13,7665,272
4381,1,3,213,53763,3,13,7665,272
4415,1,3,185,40007,3,13,7665,272
1341,1,3,152,36926,3,13,7665,272
1323,1,3,193,49491,3,13,7665,272
1332,1,3,131,28853,3,13,7665,272
1266,1,3,205,45067,3,13,7665,272
1350,1,3,85,26540,3,13,7665,272
1375,1,3,10,12821,3,13,7665,272
1353,1,3,113,28628,3,13,7665,272
1271,1,3,18,5414,3,13,7665,272
1310,1,3,239,63589,3,13,7665,272
1314,1,3,16,7004,3,13,7665,272
1368,1,3,153,38101,3,13,7665,272
